Deck,Count,Share,Score,Win_Percentage,Deck_links
Solgaleo ex Giratina ex,1,0.01%,5 - 3 - 0,62.50%,/decks/solgaleo-ex-a3-giratina-ex-a2b?game=POCKET&format=standard&set=A3a
Toucannon Oricorio,1,0.01%,5 - 3 - 0,62.50%,/decks/toucannon-p-a-oricorio-a3?game=POCKET&format=standard&set=A3a
Silvally Meowscarada,1,0.01%,5 - 3 - 0,62.50%,/decks/silvally-a3a-meowscarada-a2b?game=POCKET&format=standard&set=A3a
Tsareena Celebi ex,1,0.01%,5 - 3 - 0,62.50%,/decks/tsareena-a3-celebi-ex-a1a?game=POCKET&format=standard&set=A3a
Incineroar ex Oricorio,1,0.01%,5 - 3 - 0,62.50%,/decks/incineroar-ex-oricorio-a3?game=POCKET&format=standard&set=A3a
Decidueye ex Shiinotic,1,0.01%,5 - 3 - 0,62.50%,/decks/decidueye-ex-a3-shiinotic-a3a?game=POCKET&format=standard&set=A3a
Articuno ex Silvally,1,0.01%,5 - 3 - 0,62.50%,/decks/articuno-ex-a1-silvally-a3a?game=POCKET&format=standard&set=A3a
Giratina ex Guzzlord ex,1,0.01%,3 - 2 - 0,60.00%,/decks/giratina-ex-a2b-guzzlord-ex-a3a?game=POCKET&format=standard&set=A3a
Darkrai ex,1,0.01%,3 - 2 - 0,60.00%,/decks/darkrai-ex-a2?game=POCKET&format=standard&set=A3a
Celebi ex,1,0.01%,3 - 2 - 0,60.00%,/decks/celebi-ex-a1a?game=POCKET&format=standard&set=A3a
Alolan Raichu ex Magnezone,1,0.01%,3 - 2 - 0,60.00%,/decks/alolan-raichu-ex-a3-magnezone-a2?game=POCKET&format=standard&set=A3a
Silvally Shaymin,1,0.01%,3 - 2 - 0,60.00%,/decks/silvally-a3a-shaymin-a2?game=POCKET&format=standard&set=A3a
Giratina ex Oranguru,1,0.01%,3 - 2 - 0,60.00%,/decks/giratina-ex-a2b-oranguru-a3?game=POCKET&format=standard&set=A3a
Beedrill ex Leafeon ex,1,0.01%,4 - 3 - 0,57.14%,/decks/beedrill-ex-a2b-leafeon-ex-a2a?game=POCKET&format=standard&set=A3a
Greninja Oranguru,1,0.01%,4 - 3 - 0,57.14%,/decks/greninja-a1-oranguru-a3?game=POCKET&format=standard&set=A3a
Solgaleo ex Wormadam,1,0.01%,4 - 3 - 0,57.14%,/decks/solgaleo-ex-a3-wormadam-a2?game=POCKET&format=standard&set=A3a
Magnezone Butterfree,1,0.01%,4 - 3 - 0,57.14%,/decks/magnezone-a2-butterfree-a1?game=POCKET&format=standard&set=A3a
Lurantis Buzzwole ex,1,0.01%,4 - 3 - 0,57.14%,/decks/lurantis-a3-buzzwole-ex-a3a?game=POCKET&format=standard&set=A3a
Leafeon ex Tapu Bulu,1,0.01%,4 - 3 - 0,57.14%,/decks/leafeon-ex-a2a-tapu-bulu-a3?game=POCKET&format=standard&set=A3a
Meowscarada Beedrill ex,1,0.01%,4 - 3 - 0,57.14%,/decks/meowscarada-beedrill-ex-a2b?game=POCKET&format=standard&set=A3a
Giratina ex Palkia ex,1,0.01%,4 - 3 - 0,57.14%,/decks/giratina-ex-a2b-palkia-ex-a2?game=POCKET&format=standard&set=A3a
Arceus ex Shiinotic,1,0.01%,4 - 3 - 0,57.14%,/decks/arceus-ex-a2a-shiinotic-a3a?game=POCKET&format=standard&set=A3a
Pawmot Zeraora,1,0.01%,4 - 3 - 0,57.14%,/decks/pawmot-a2b-zeraora-a3a?game=POCKET&format=standard&set=A3a
Pikachu ex Zebstrika,1,0.01%,4 - 3 - 0,57.14%,/decks/pikachu-ex-zebstrika-a1?game=POCKET&format=standard&set=A3a
Incineroar ex Charizard ex,1,0.01%,4 - 3 - 0,57.14%,/decks/incineroar-ex-a3-charizard-ex-a1?game=POCKET&format=standard&set=A3a
Pikachu ex Arceus ex,1,0.01%,4 - 3 - 0,57.14%,/decks/pikachu-ex-a2b-arceus-ex-a2a?game=POCKET&format=standard&set=A3a
Stoutland Eevee ex,1,0.01%,4 - 3 - 0,57.14%,/decks/stoutland-a3a-eevee-ex-a3b?game=POCKET&format=standard&set=A3a
Leafeon ex Serperior,1,0.01%,4 - 3 - 0,57.14%,/decks/leafeon-ex-a2a-serperior-a1a?game=POCKET&format=standard&set=A3a
Lucario ex Dugtrio,1,0.01%,4 - 2 - 1,57.14%,/decks/lucario-ex-a2b-dugtrio-a1?game=POCKET&format=standard&set=A3a
Magikarp,1,0.01%,2 - 2 - 0,50.00%,/decks/magikarp-a1a?game=POCKET&format=standard&set=A3a
Garchomp ex Lycanroc ex,1,0.01%,2 - 2 - 0,50.00%,/decks/garchomp-ex-a2a-lycanroc-ex-a3a?game=POCKET&format=standard&set=A3a
Garchomp Pyukumuku,1,0.01%,4 - 4 - 0,50.00%,/decks/garchomp-a2-pyukumuku-a3?game=POCKET&format=standard&set=A3a
Beedrill ex Decidueye,1,0.01%,3 - 3 - 0,50.00%,/decks/beedrill-ex-a2b-decidueye-a3a?game=POCKET&format=standard&set=A3a
Magnezone Galvantula,1,0.01%,3 - 3 - 0,50.00%,/decks/magnezone-a2-galvantula-a3b?game=POCKET&format=standard&set=A3a
Charizard ex Pidgeot,1,0.01%,1 - 1 - 0,50.00%,/decks/charizard-ex-a2b-pidgeot-a1?game=POCKET&format=standard&set=A3a
Magnezone Raichu,1,0.01%,3 - 3 - 0,50.00%,/decks/magnezone-a2-raichu-a1?game=POCKET&format=standard&set=A3a
Dialga ex Bewear,1,0.01%,2 - 2 - 0,50.00%,/decks/dialga-ex-a2-bewear-a3a?game=POCKET&format=standard&set=A3a
Greninja Shiinotic,1,0.01%,2 - 2 - 0,50.00%,/decks/greninja-a1-shiinotic-a3a?game=POCKET&format=standard&set=A3a
Guzzlord ex Absol,1,0.01%,3 - 3 - 0,50.00%,/decks/guzzlord-ex-a3a-absol-a3?game=POCKET&format=standard&set=A3a
Sylveon ex Stoutland,1,0.01%,3 - 3 - 0,50.00%,/decks/sylveon-ex-a3b-stoutland-a3a?game=POCKET&format=standard&set=A3a
Infernape ex Heatran,1,0.01%,2 - 2 - 0,50.00%,/decks/infernape-ex-a2-heatran-a2a?game=POCKET&format=standard&set=A3a
Starmie ex Silvally,1,0.01%,2 - 2 - 0,50.00%,/decks/starmie-ex-a1-silvally-a3a?game=POCKET&format=standard&set=A3a
Gyarados ex Silvally,1,0.01%,2 - 2 - 0,50.00%,/decks/gyarados-ex-a1a-silvally-a3a?game=POCKET&format=standard&set=A3a
Sylveon ex Togekiss,1,0.01%,3 - 3 - 0,50.00%,/decks/sylveon-ex-a3b-togekiss-a2?game=POCKET&format=standard&set=A3a
Luxray Snorlax,1,0.01%,2 - 2 - 0,50.00%,/decks/luxray-a2-snorlax-a2a?game=POCKET&format=standard&set=A3a
Machamp Rampardos,1,0.01%,2 - 2 - 0,50.00%,/decks/machamp-a2b-rampardos-a2?game=POCKET&format=standard&set=A3a
Charizard ex Kangaskhan,1,0.01%,3 - 3 - 0,50.00%,/decks/charizard-ex-a2b-kangaskhan-a1?game=POCKET&format=standard&set=A3a
Arceus ex Tapu Koko ex,1,0.01%,2 - 2 - 0,50.00%,/decks/arceus-ex-a2a-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A3a
Kommo-o Oricorio,1,0.01%,2 - 2 - 0,50.00%,/decks/kommo-o-oricorio-a3?game=POCKET&format=standard&set=A3a
Luxray Togedemaru,1,0.01%,4 - 4 - 0,50.00%,/decks/luxray-a2-togedemaru-a3?game=POCKET&format=standard&set=A3a
Leafeon ex Silvally,1,0.01%,3 - 3 - 0,50.00%,/decks/leafeon-ex-a2a-silvally-a3a?game=POCKET&format=standard&set=A3a
Primarina ex Silvally,1,0.01%,3 - 3 - 0,50.00%,/decks/primarina-ex-a3b-silvally-a3a?game=POCKET&format=standard&set=A3a
Giratina ex Mimikyu,1,0.01%,3 - 3 - 0,50.00%,/decks/giratina-ex-a2b-mimikyu-a3?game=POCKET&format=standard&set=A3a
Wugtrio ex Frosmoth,1,0.01%,1 - 1 - 0,50.00%,/decks/wugtrio-ex-a2b-frosmoth-a1?game=POCKET&format=standard&set=A3a
Venusaur ex Beedrill ex,1,0.01%,3 - 3 - 0,50.00%,/decks/venusaur-ex-a1-beedrill-ex-a2b?game=POCKET&format=standard&set=A3a
Celebi ex Silvally,1,0.01%,3 - 2 - 1,50.00%,/decks/celebi-ex-a1a-silvally-a3a?game=POCKET&format=standard&set=A3a
Pikachu ex Zeraora,1,0.01%,2 - 2 - 0,50.00%,/decks/pikachu-ex-a2b-zeraora-a3a?game=POCKET&format=standard&set=A3a
Pawmot Stoutland,1,0.01%,4 - 4 - 0,50.00%,/decks/pawmot-a2b-stoutland-a3a?game=POCKET&format=standard&set=A3a
Greninja Pyukumuku,1,0.01%,2 - 2 - 0,50.00%,/decks/greninja-a1-pyukumuku-a3?game=POCKET&format=standard&set=A3a
Moltres ex Blacephalon,1,0.01%,3 - 3 - 0,50.00%,/decks/moltres-ex-a1-blacephalon-a3a?game=POCKET&format=standard&set=A3a
Incineroar ex Rapidash,1,0.01%,1 - 1 - 0,50.00%,/decks/incineroar-ex-a3-rapidash-a1a?game=POCKET&format=standard&set=A3a
Electivire Tapu Koko ex,1,0.01%,3 - 3 - 0,50.00%,/decks/electivire-a2-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A3a
Guzzlord ex Silvally,1,0.01%,2 - 2 - 0,50.00%,/decks/guzzlord-ex-silvally-a3a?game=POCKET&format=standard&set=A3a
Marowak ex Lycanroc,1,0.01%,2 - 2 - 0,50.00%,/decks/marowak-ex-a1-lycanroc-a3?game=POCKET&format=standard&set=A3a
Heatmor Turtonator,1,0.01%,4 - 4 - 0,50.00%,/decks/heatmor-a1-turtonator-a3?game=POCKET&format=standard&set=A3a
Crobat Carnivine,1,0.01%,1 - 1 - 0,50.00%,/decks/crobat-carnivine-a2a?game=POCKET&format=standard&set=A3a
Golem Shiinotic,1,0.01%,3 - 3 - 0,50.00%,/decks/golem-a1a-shiinotic-a3a?game=POCKET&format=standard&set=A3a
Stoutland Shiinotic,1,0.01%,3 - 3 - 0,50.00%,/decks/stoutland-shiinotic-a3a?game=POCKET&format=standard&set=A3a
Yanmega ex Leafeon ex,1,0.01%,3 - 3 - 0,50.00%,/decks/yanmega-ex-a2-leafeon-ex-a2a?game=POCKET&format=standard&set=A3a
Stakataka,1,0.01%,2 - 2 - 0,50.00%,/decks/stakataka-a3a?game=POCKET&format=standard&set=A3a
Togekiss Kangaskhan,1,0.01%,3 - 3 - 0,50.00%,/decks/togekiss-a2-kangaskhan-a1?game=POCKET&format=standard&set=A3a
Pikachu ex,1,0.01%,2 - 2 - 0,50.00%,/decks/pikachu-ex-a2b?game=POCKET&format=standard&set=A3a
Gengar ex Stoutland,1,0.01%,3 - 3 - 0,50.00%,/decks/gengar-ex-a1-stoutland-a3a?game=POCKET&format=standard&set=A3a
Machamp ex Passimian ex,1,0.01%,2 - 2 - 0,50.00%,/decks/machamp-ex-a1-passimian-ex-a3?game=POCKET&format=standard&set=A3a
Silvally Heatmor,1,0.01%,1 - 1 - 0,50.00%,/decks/silvally-a3a-heatmor-a1?game=POCKET&format=standard&set=A3a
Crabominable ex Magnezone,1,0.01%,2 - 2 - 0,50.00%,/decks/crabominable-ex-a3-magnezone-a2?game=POCKET&format=standard&set=A3a
Butterfree Stoutland,1,0.01%,3 - 2 - 1,50.00%,/decks/butterfree-a1-stoutland-a3a?game=POCKET&format=standard&set=A3a
Arceus ex Guzzlord ex,1,0.01%,4 - 4 - 0,50.00%,/decks/arceus-ex-a2a-guzzlord-ex-a3a?game=POCKET&format=standard&set=A3a
Pikachu ex Magnezone,1,0.01%,3 - 3 - 0,50.00%,/decks/pikachu-ex-a2b-magnezone-a2?game=POCKET&format=standard&set=A3a
Darkrai ex Grafaiai,1,0.01%,1 - 1 - 0,50.00%,/decks/darkrai-ex-a2-grafaiai-a2b?game=POCKET&format=standard&set=A3a
Magnezone Ninetales,1,0.01%,2 - 2 - 0,50.00%,/decks/magnezone-a2-ninetales-a1?game=POCKET&format=standard&set=A3a
Darkrai ex Druddigon,1,0.01%,3 - 4 - 0,42.86%,/decks/darkrai-ex-a2-druddigon-a1a?game=POCKET&format=standard&set=A3a
Charizard ex Talonflame,1,0.01%,3 - 3 - 1,42.86%,/decks/charizard-ex-a2b-talonflame-a3?game=POCKET&format=standard&set=A3a
Magnezone Oricorio,1,0.01%,3 - 4 - 0,42.86%,/decks/magnezone-a2a-oricorio-a3?game=POCKET&format=standard&set=A3a
Alolan Muk ex Weezing,1,0.01%,3 - 3 - 1,42.86%,/decks/alolan-muk-ex-a3-weezing-a1?game=POCKET&format=standard&set=A3a
Aerodactyl ex Passimian,1,0.01%,3 - 3 - 1,42.86%,/decks/aerodactyl-ex-a1a-passimian-a3a?game=POCKET&format=standard&set=A3a
Venusaur ex Serperior,1,0.01%,3 - 4 - 0,42.86%,/decks/venusaur-ex-a1-serperior-a1a?game=POCKET&format=standard&set=A3a
Incineroar ex Nihilego,1,0.01%,3 - 4 - 0,42.86%,/decks/incineroar-ex-a3-nihilego-a3a?game=POCKET&format=standard&set=A3a
Meowscarada Silvally,1,0.01%,3 - 4 - 0,42.86%,/decks/meowscarada-a2b-silvally-a3a?game=POCKET&format=standard&set=A3a
Charizard ex Cyclizar,1,0.01%,2 - 3 - 0,40.00%,/decks/charizard-ex-cyclizar-a2b?game=POCKET&format=standard&set=A3a
Leafeon ex Garchomp,1,0.01%,2 - 3 - 0,40.00%,/decks/leafeon-ex-a2a-garchomp-a2?game=POCKET&format=standard&set=A3a
Alolan Raichu ex Giratina ex,1,0.01%,2 - 3 - 0,40.00%,/decks/alolan-raichu-ex-a3-giratina-ex-a2b?game=POCKET&format=standard&set=A3a
Magnezone Turtonator,1,0.01%,2 - 3 - 0,40.00%,/decks/magnezone-a2-turtonator-a3?game=POCKET&format=standard&set=A3a
Garchomp ex Hitmonchan,1,0.01%,2 - 3 - 0,40.00%,/decks/garchomp-ex-a2a-hitmonchan-a1?game=POCKET&format=standard&set=A3a
Banette Mimikyu,1,0.01%,2 - 3 - 0,40.00%,/decks/banette-mimikyu-a3?game=POCKET&format=standard&set=A3a
Gallade ex Kabutops,1,0.01%,2 - 3 - 0,40.00%,/decks/gallade-ex-a2-kabutops-a1?game=POCKET&format=standard&set=A3a
Guzzlord ex Scolipede,1,0.01%,2 - 2 - 1,40.00%,/decks/guzzlord-ex-a3a-scolipede-a1a?game=POCKET&format=standard&set=A3a
Alolan Muk ex Nihilego,1,0.01%,2 - 3 - 0,40.00%,/decks/alolan-muk-ex-a3-nihilego-a3a?game=POCKET&format=standard&set=A3a
Tsareena Rayquaza ex,1,0.01%,2 - 3 - 0,40.00%,/decks/tsareena-a3-rayquaza-ex-p-a?game=POCKET&format=standard&set=A3a
Pawmot Pikachu ex,1,0.01%,2 - 3 - 0,40.00%,/decks/pawmot-pikachu-ex-a2b?game=POCKET&format=standard&set=A3a
Leafeon ex Venusaur ex,1,0.01%,2 - 3 - 0,40.00%,/decks/leafeon-ex-a2a-venusaur-ex-a1?game=POCKET&format=standard&set=A3a
Luxray Druddigon,1,0.01%,2 - 3 - 0,40.00%,/decks/luxray-a2-druddigon-a1a?game=POCKET&format=standard&set=A3a
Starmie ex Greninja,1,0.01%,2 - 3 - 0,40.00%,/decks/starmie-ex-greninja-a1?game=POCKET&format=standard&set=A3a
Pikachu ex Tapu Koko ex,1,0.01%,2 - 3 - 0,40.00%,/decks/pikachu-ex-a1-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A3a
Gardevoir Mewtwo ex,1,0.01%,2 - 3 - 0,40.00%,/decks/gardevoir-mewtwo-ex-a1?game=POCKET&format=standard&set=A3a
Sylveon ex Sylveon,1,0.01%,2 - 3 - 0,40.00%,/decks/sylveon-ex-sylveon-a3b?game=POCKET&format=standard&set=A3a
Arcanine ex Moltres ex,1,0.01%,2 - 3 - 0,40.00%,/decks/arcanine-ex-moltres-ex-a1?game=POCKET&format=standard&set=A3a
Flareon ex,1,0.01%,2 - 3 - 0,40.00%,/decks/flareon-ex-a3b?game=POCKET&format=standard&set=A3a
Arceus ex Oranguru,1,0.01%,2 - 3 - 0,40.00%,/decks/arceus-ex-a2a-oranguru-a3?game=POCKET&format=standard&set=A3a
Venusaur ex,1,0.01%,2 - 3 - 0,40.00%,/decks/venusaur-ex-a1?game=POCKET&format=standard&set=A3a
Beedrill ex Silvally,1,0.01%,2 - 3 - 0,40.00%,/decks/beedrill-ex-a2b-silvally-a3a?game=POCKET&format=standard&set=A3a
Oricorio Zeraora,1,0.01%,2 - 3 - 0,40.00%,/decks/oricorio-a3-zeraora-a3a?game=POCKET&format=standard&set=A3a
Alolan Exeggutor Celebi ex,1,0.01%,2 - 3 - 0,40.00%,/decks/alolan-exeggutor-a3-celebi-ex-a1a?game=POCKET&format=standard&set=A3a
Guzzlord ex Grafaiai,1,0.01%,2 - 3 - 0,40.00%,/decks/guzzlord-ex-a3a-grafaiai-a2b?game=POCKET&format=standard&set=A3a
Blastoise ex Vaporeon,1,0.01%,2 - 3 - 0,40.00%,/decks/blastoise-ex-a1-vaporeon-a1a?game=POCKET&format=standard&set=A3a
Silvally Aerodactyl ex,1,0.01%,2 - 3 - 0,40.00%,/decks/silvally-a3a-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A3a
Pachirisu ex Tapu Koko ex,1,0.01%,2 - 3 - 0,40.00%,/decks/pachirisu-ex-a2-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A3a
Decidueye ex Drampa,1,0.01%,2 - 3 - 0,40.00%,/decks/decidueye-ex-drampa-a3?game=POCKET&format=standard&set=A3a
Garchomp ex,1,0.01%,1 - 2 - 0,33.33%,/decks/garchomp-ex-a2a?game=POCKET&format=standard&set=A3a
Crabominable ex Wugtrio ex,1,0.01%,2 - 4 - 0,33.33%,/decks/crabominable-ex-a3-wugtrio-ex-a2b?game=POCKET&format=standard&set=A3a
Primeape Lucario,1,0.01%,2 - 4 - 0,33.33%,/decks/primeape-a1-lucario-a2?game=POCKET&format=standard&set=A3a
Dragonite ex,1,0.01%,1 - 2 - 0,33.33%,/decks/dragonite-ex-a3b?game=POCKET&format=standard&set=A3a
Infernape ex Heatmor,1,0.01%,1 - 2 - 0,33.33%,/decks/infernape-ex-a2-heatmor-a1?game=POCKET&format=standard&set=A3a
Salazzle Nihilego,1,0.01%,1 - 2 - 0,33.33%,/decks/salazzle-a1a-nihilego-a3a?game=POCKET&format=standard&set=A3a
Giratina ex Turtonator,1,0.01%,1 - 2 - 0,33.33%,/decks/giratina-ex-a2b-turtonator-a3?game=POCKET&format=standard&set=A3a
Stoutland Ditto,1,0.01%,1 - 2 - 0,33.33%,/decks/stoutland-a3a-ditto-a1?game=POCKET&format=standard&set=A3a
Alolan Raichu ex Gyarados,1,0.01%,1 - 2 - 0,33.33%,/decks/alolan-raichu-ex-a3-gyarados-a1?game=POCKET&format=standard&set=A3a
Naganadel Nihilego,1,0.01%,1 - 2 - 0,33.33%,/decks/naganadel-nihilego-a3a?game=POCKET&format=standard&set=A3a
Giratina ex Mew ex,1,0.01%,1 - 2 - 0,33.33%,/decks/giratina-ex-a2b-mew-ex-a1a?game=POCKET&format=standard&set=A3a
Decidueye ex Beedrill ex,1,0.01%,1 - 2 - 0,33.33%,/decks/decidueye-ex-a3-beedrill-ex-a2b?game=POCKET&format=standard&set=A3a
Tsareena Buzzwole ex,1,0.01%,1 - 2 - 0,33.33%,/decks/tsareena-a3-buzzwole-ex-a3a?game=POCKET&format=standard&set=A3a
Darkrai ex Nihilego,1,0.01%,1 - 2 - 0,33.33%,/decks/darkrai-ex-a2-nihilego-a3a?game=POCKET&format=standard&set=A3a
Magnezone Toucannon,1,0.01%,2 - 4 - 0,33.33%,/decks/magnezone-a2-toucannon-p-a?game=POCKET&format=standard&set=A3a
Toucannon Blacephalon,1,0.01%,1 - 2 - 0,33.33%,/decks/toucannon-p-a-blacephalon-a3a?game=POCKET&format=standard&set=A3a
Arceus ex Arcanine ex,1,0.01%,1 - 2 - 0,33.33%,/decks/arceus-ex-a2a-arcanine-ex-a1?game=POCKET&format=standard&set=A3a
Leafeon ex Decidueye,1,0.01%,1 - 2 - 0,33.33%,/decks/leafeon-ex-a2a-decidueye-a3a?game=POCKET&format=standard&set=A3a
Delcatty Stoutland,1,0.01%,2 - 4 - 0,33.33%,/decks/delcatty-a3-stoutland-a3a?game=POCKET&format=standard&set=A3a
Garchomp ex Marowak ex,1,0.01%,2 - 4 - 0,33.33%,/decks/garchomp-ex-a2a-marowak-ex-a1?game=POCKET&format=standard&set=A3a
Guzzlord ex Stoutland,1,0.01%,1 - 2 - 0,33.33%,/decks/guzzlord-ex-stoutland-a3a?game=POCKET&format=standard&set=A3a
Eevee ex Tapu Koko ex,1,0.01%,2 - 4 - 0,33.33%,/decks/eevee-ex-a3b-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A3a
Alolan Raichu ex Raichu,1,0.01%,2 - 4 - 0,33.33%,/decks/alolan-raichu-ex-a3-raichu-a1a?game=POCKET&format=standard&set=A3a
Lunala ex Dialga ex,1,0.01%,1 - 2 - 0,33.33%,/decks/lunala-ex-a3-dialga-ex-a2?game=POCKET&format=standard&set=A3a
Venusaur ex Celebi ex,1,0.01%,1 - 2 - 0,33.33%,/decks/venusaur-ex-a1-celebi-ex-a1a?game=POCKET&format=standard&set=A3a
Bewear Rayquaza ex,1,0.01%,2 - 4 - 0,33.33%,/decks/bewear-a3a-rayquaza-ex-p-a?game=POCKET&format=standard&set=A3a
Gengar ex Banette,1,0.01%,1 - 2 - 0,33.33%,/decks/gengar-ex-a1-banette-a3?game=POCKET&format=standard&set=A3a
Alolan Muk ex Silvally,1,0.01%,2 - 4 - 0,33.33%,/decks/alolan-muk-ex-a3-silvally-a3a?game=POCKET&format=standard&set=A3a
Dragonite Magnezone,1,0.01%,2 - 4 - 0,33.33%,/decks/dragonite-a1-magnezone-a2?game=POCKET&format=standard&set=A3a
Guzzlord ex Giratina ex,1,0.01%,1 - 2 - 0,33.33%,/decks/guzzlord-ex-a3a-giratina-ex-a2b?game=POCKET&format=standard&set=A3a
Dragonite Articuno,1,0.01%,2 - 4 - 0,33.33%,/decks/dragonite-articuno-a1?game=POCKET&format=standard&set=A3a
Celebi ex Exeggutor ex,1,0.01%,2 - 4 - 0,33.33%,/decks/celebi-ex-a1a-exeggutor-ex-a1?game=POCKET&format=standard&set=A3a
Alakazam Banette,1,0.01%,2 - 4 - 0,33.33%,/decks/alakazam-a1-banette-a3?game=POCKET&format=standard&set=A3a
Garchomp ex Lucario,1,0.01%,1 - 2 - 0,33.33%,/decks/garchomp-ex-a2a-lucario-a2?game=POCKET&format=standard&set=A3a
Darkrai ex Muk,1,0.01%,1 - 2 - 0,33.33%,/decks/darkrai-ex-a2-muk-a1?game=POCKET&format=standard&set=A3a
Banette Greninja,1,0.01%,1 - 2 - 0,33.33%,/decks/banette-a3-greninja-a1?game=POCKET&format=standard&set=A3a
Stoutland Tapu Koko ex,1,0.01%,1 - 2 - 0,33.33%,/decks/stoutland-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A3a
Snorlax ex Lunala ex,1,0.01%,1 - 2 - 0,33.33%,/decks/snorlax-ex-a3b-lunala-ex-a3?game=POCKET&format=standard&set=A3a
Buzzwole ex Giratina ex,1,0.01%,1 - 2 - 0,33.33%,/decks/buzzwole-ex-a3a-giratina-ex-a2b?game=POCKET&format=standard&set=A3a
Magnezone Arceus ex,1,0.01%,1 - 2 - 0,33.33%,/decks/magnezone-arceus-ex-a2a?game=POCKET&format=standard&set=A3a
Alakazam Gengar,1,0.01%,2 - 4 - 0,33.33%,/decks/alakazam-gengar-a1?game=POCKET&format=standard&set=A3a
Stoutland Alolan Raichu ex,1,0.01%,2 - 4 - 0,33.33%,/decks/stoutland-a3a-alolan-raichu-ex-a3?game=POCKET&format=standard&set=A3a
Gallade ex Passimian ex,1,0.01%,2 - 5 - 0,28.57%,/decks/gallade-ex-a2-passimian-ex-a3?game=POCKET&format=standard&set=A3a
Luxray,1,0.01%,2 - 5 - 0,28.57%,/decks/luxray-a3a?game=POCKET&format=standard&set=A3a
Solgaleo ex Ferrothorn,1,0.01%,2 - 5 - 0,28.57%,/decks/solgaleo-ex-a3-ferrothorn-a3a?game=POCKET&format=standard&set=A3a
Alolan Dugtrio ex Arceus ex,1,0.01%,1 - 3 - 0,25.00%,/decks/alolan-dugtrio-ex-a3a-arceus-ex-a2a?game=POCKET&format=standard&set=A3a
Tsareena Decidueye ex,1,0.01%,1 - 3 - 0,25.00%,/decks/tsareena-decidueye-ex-a3?game=POCKET&format=standard&set=A3a
Passimian ex Passimian,1,0.01%,1 - 3 - 0,25.00%,/decks/passimian-ex-a3-passimian-a3a?game=POCKET&format=standard&set=A3a
Giratina ex Araquanid,1,0.01%,1 - 3 - 0,25.00%,/decks/giratina-ex-a2b-araquanid-a3?game=POCKET&format=standard&set=A3a
Arcanine ex Buzzwole ex,1,0.01%,1 - 3 - 0,25.00%,/decks/arcanine-ex-a1-buzzwole-ex-a3a?game=POCKET&format=standard&set=A3a
Solgaleo ex Sylveon ex,1,0.01%,1 - 3 - 0,25.00%,/decks/solgaleo-ex-a3-sylveon-ex-a3b?game=POCKET&format=standard&set=A3a
Raichu,1,0.01%,1 - 3 - 0,25.00%,/decks/raichu-a1a?game=POCKET&format=standard&set=A3a
Bibarel ex Wigglytuff,1,0.01%,1 - 3 - 0,25.00%,/decks/bibarel-ex-wigglytuff-a2b?game=POCKET&format=standard&set=A3a
Lapras ex Primarina,1,0.01%,1 - 3 - 0,25.00%,/decks/lapras-ex-p-a-primarina-a3?game=POCKET&format=standard&set=A3a
Blastoise ex Origin Forme Palkia,1,0.01%,1 - 3 - 0,25.00%,/decks/blastoise-ex-a1-origin-forme-palkia-a2a?game=POCKET&format=standard&set=A3a
Lycanroc ex Hitmonlee,1,0.01%,1 - 3 - 0,25.00%,/decks/lycanroc-ex-a3a-hitmonlee-a1?game=POCKET&format=standard&set=A3a
Tsareena Alolan Exeggutor,1,0.01%,1 - 3 - 0,25.00%,/decks/tsareena-alolan-exeggutor-a3?game=POCKET&format=standard&set=A3a
Blastoise ex Manaphy,1,0.01%,1 - 3 - 0,25.00%,/decks/blastoise-ex-a1-manaphy-a2?game=POCKET&format=standard&set=A3a
Pidgeot ex Garchomp,1,0.01%,1 - 3 - 0,25.00%,/decks/pidgeot-ex-a1a-garchomp-a2?game=POCKET&format=standard&set=A3a
Machamp ex Lucario,1,0.01%,1 - 3 - 0,25.00%,/decks/machamp-ex-a1-lucario-a2?game=POCKET&format=standard&set=A3a
Dragonite Weezing,1,0.01%,1 - 3 - 0,25.00%,/decks/dragonite-weezing-a1?game=POCKET&format=standard&set=A3a
Alolan Raichu ex Passimian ex,1,0.01%,1 - 3 - 0,25.00%,/decks/alolan-raichu-ex-passimian-ex-a3?game=POCKET&format=standard&set=A3a
Stoutland Espeon,1,0.01%,1 - 3 - 0,25.00%,/decks/stoutland-a3a-espeon-a3b?game=POCKET&format=standard&set=A3a
Naganadel Giratina ex,1,0.01%,1 - 3 - 0,25.00%,/decks/naganadel-a3a-giratina-ex-a2b?game=POCKET&format=standard&set=A3a
Tsareena Kartana,1,0.01%,1 - 3 - 0,25.00%,/decks/tsareena-a3-kartana-a3a?game=POCKET&format=standard&set=A3a
Magnezone Electivire,1,0.01%,1 - 3 - 0,25.00%,/decks/magnezone-electivire-a2?game=POCKET&format=standard&set=A3a
Rampardos Hitmonchan,1,0.01%,1 - 3 - 0,25.00%,/decks/rampardos-a2-hitmonchan-a1?game=POCKET&format=standard&set=A3a
