Deck,Count,Share,Score,Win_Percentage,Deck_links
Gengar ex Jynx,4,0.01%,6 - 9 - 0,40.00%,/decks/gengar-ex-jynx-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Tentacruel,4,0.01%,8 - 12 - 0,40.00%,/decks/gyarados-ex-a1a-tentacruel-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Omastar,4,0.01%,6 - 9 - 0,40.00%,/decks/gyarados-ex-a1a-omastar-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Kabutops,4,0.01%,9 - 13 - 1,39.13%,/decks/gyarados-ex-a1a-kabutops-a1?game=POCKET&format=standard&set=A1a
Exeggutor ex Starmie ex,4,0.01%,9 - 14 - 0,39.13%,/decks/exeggutor-ex-starmie-ex-a1?game=POCKET&format=standard&set=A1a
Machamp ex Onix,4,0.01%,5 - 8 - 0,38.46%,/decks/machamp-ex-onix-a1?game=POCKET&format=standard&set=A1a
Omastar Articuno ex,4,0.01%,6 - 10 - 0,37.50%,/decks/omastar-articuno-ex-a1?game=POCKET&format=standard&set=A1a
Greninja Kingler,4,0.01%,7 - 12 - 0,36.84%,/decks/greninja-kingler-a1?game=POCKET&format=standard&set=A1a
Golduck Tentacruel,4,0.01%,4 - 7 - 0,36.36%,/decks/golduck-tentacruel-a1?game=POCKET&format=standard&set=A1a
Exeggutor ex Golem,4,0.01%,4 - 7 - 0,36.36%,/decks/exeggutor-ex-golem-a1?game=POCKET&format=standard&set=A1a
Celebi ex Lilligant,4,0.01%,5 - 9 - 0,35.71%,/decks/celebi-ex-a1a-lilligant-a1?game=POCKET&format=standard&set=A1a
Machamp ex Primeape,4,0.01%,5 - 9 - 0,35.71%,/decks/machamp-ex-primeape-a1?game=POCKET&format=standard&set=A1a
Mewtwo ex Alakazam,4,0.01%,6 - 11 - 0,35.29%,/decks/mewtwo-ex-alakazam-a1?game=POCKET&format=standard&set=A1a
Alakazam Exeggutor ex,4,0.01%,7 - 12 - 1,35.00%,/decks/alakazam-exeggutor-ex-a1?game=POCKET&format=standard&set=A1a
Mew ex Wigglytuff ex,4,0.01%,4 - 8 - 0,33.33%,/decks/mew-ex-a1a-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Exeggutor ex Lilligant,4,0.01%,6 - 13 - 0,31.58%,/decks/exeggutor-ex-lilligant-a1?game=POCKET&format=standard&set=A1a
Celebi ex Butterfree,4,0.01%,5 - 11 - 0,31.25%,/decks/celebi-ex-a1a-butterfree-a1?game=POCKET&format=standard&set=A1a
Dragonite Tentacruel,4,0.01%,4 - 9 - 0,30.77%,/decks/dragonite-tentacruel-a1?game=POCKET&format=standard&set=A1a
Tentacruel Lumineon,4,0.01%,4 - 10 - 0,28.57%,/decks/tentacruel-a1-lumineon-a1a?game=POCKET&format=standard&set=A1a
Raichu Electrode,4,0.01%,5 - 13 - 0,27.78%,/decks/raichu-electrode-a1?game=POCKET&format=standard&set=A1a
Celebi ex,4,0.01%,4 - 10 - 1,26.67%,/decks/celebi-ex-a1a?game=POCKET&format=standard&set=A1a
Mew ex Muk,4,0.01%,2 - 6 - 0,25.00%,/decks/mew-ex-a1a-muk-a1?game=POCKET&format=standard&set=A1a
Starmie ex Farfetch'd,4,0.01%,2 - 7 - 0,22.22%,/decks/starmie-ex-farfetchd-a1?game=POCKET&format=standard&set=A1a
Raichu Zebstrika,4,0.01%,2 - 7 - 0,22.22%,/decks/raichu-zebstrika-a1?game=POCKET&format=standard&set=A1a
Victreebel Farfetch'd,4,0.01%,2 - 9 - 0,18.18%,/decks/victreebel-farfetchd-a1?game=POCKET&format=standard&set=A1a
Starmie ex Seaking,4,0.01%,1 - 7 - 0,12.50%,/decks/starmie-ex-seaking-a1?game=POCKET&format=standard&set=A1a
Dragonite Jolteon,4,0.01%,1 - 8 - 0,11.11%,/decks/dragonite-jolteon-a1?game=POCKET&format=standard&set=A1a
Exeggutor ex Shiinotic,4,0.01%,1 - 10 - 3,7.14%,/decks/exeggutor-ex-a1-shiinotic-a1a?game=POCKET&format=standard&set=A1a
Mew ex Exeggutor,4,0.01%,0 - 7 - 0,0.00%,/decks/mew-ex-exeggutor-a1a?game=POCKET&format=standard&set=A1a
Victreebel Exeggutor,3,0.01%,11 - 4 - 0,73.33%,/decks/victreebel-exeggutor-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Pidgeot ex,3,0.01%,12 - 6 - 0,66.67%,/decks/wigglytuff-ex-a1-pidgeot-ex-a1a?game=POCKET&format=standard&set=A1a
Celebi ex Venomoth,3,0.01%,10 - 7 - 0,58.82%,/decks/celebi-ex-a1a-venomoth-a1?game=POCKET&format=standard&set=A1a
Farfetch'd Marshadow,3,0.01%,11 - 7 - 1,57.89%,/decks/farfetchd-a1-marshadow-a1a?game=POCKET&format=standard&set=A1a
Greninja Grapploct,3,0.01%,8 - 5 - 1,57.14%,/decks/greninja-grapploct-a1?game=POCKET&format=standard&set=A1a
Pidgeot Ninetales,3,0.01%,8 - 6 - 0,57.14%,/decks/pidgeot-ninetales-a1?game=POCKET&format=standard&set=A1a
Machamp ex Chatot,3,0.01%,9 - 7 - 0,56.25%,/decks/machamp-ex-a1-chatot-a1a?game=POCKET&format=standard&set=A1a
Wigglytuff ex Pidgeot,3,0.01%,9 - 7 - 0,56.25%,/decks/wigglytuff-ex-pidgeot-a1?game=POCKET&format=standard&set=A1a
Greninja Primeape,3,0.01%,10 - 8 - 0,55.56%,/decks/greninja-primeape-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Machamp ex,3,0.01%,10 - 8 - 0,55.56%,/decks/aerodactyl-ex-a1a-machamp-ex-a1?game=POCKET&format=standard&set=A1a
Alakazam Gengar,3,0.01%,11 - 9 - 0,55.00%,/decks/alakazam-gengar-a1?game=POCKET&format=standard&set=A1a
Dugtrio Mew ex,3,0.01%,11 - 8 - 1,55.00%,/decks/dugtrio-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Mew ex Sandslash,3,0.01%,11 - 9 - 0,55.00%,/decks/mew-ex-a1a-sandslash-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Golem,3,0.01%,8 - 7 - 0,53.33%,/decks/pidgeot-ex-golem-a1a?game=POCKET&format=standard&set=A1a
Dragonite Farfetch'd,3,0.01%,10 - 9 - 0,52.63%,/decks/dragonite-farfetchd-a1?game=POCKET&format=standard&set=A1a
Tentacruel Kingler,3,0.01%,11 - 10 - 0,52.38%,/decks/tentacruel-kingler-a1?game=POCKET&format=standard&set=A1a
Arbok Hypno,3,0.01%,8 - 8 - 0,50.00%,/decks/arbok-hypno-a1?game=POCKET&format=standard&set=A1a
Mewtwo ex Hypno,3,0.01%,7 - 6 - 1,50.00%,/decks/mewtwo-ex-hypno-a1?game=POCKET&format=standard&set=A1a
Greninja Zebstrika,3,0.01%,5 - 5 - 0,50.00%,/decks/greninja-zebstrika-a1?game=POCKET&format=standard&set=A1a
Gengar Mewtwo ex,3,0.01%,10 - 10 - 0,50.00%,/decks/gengar-mewtwo-ex-a1?game=POCKET&format=standard&set=A1a
Greninja Meowth,3,0.01%,4 - 4 - 0,50.00%,/decks/greninja-meowth-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Meowth,3,0.01%,5 - 5 - 0,50.00%,/decks/gyarados-ex-a1a-meowth-a1?game=POCKET&format=standard&set=A1a
Mew ex Kabutops,3,0.01%,9 - 9 - 0,50.00%,/decks/mew-ex-a1a-kabutops-a1?game=POCKET&format=standard&set=A1a
Arcanine ex Rapidash,3,0.01%,6 - 6 - 0,50.00%,/decks/arcanine-ex-rapidash-a1?game=POCKET&format=standard&set=A1a
Mew ex Jolteon,3,0.01%,7 - 8 - 0,46.67%,/decks/mew-ex-a1a-jolteon-a1?game=POCKET&format=standard&set=A1a
Exeggutor ex Hypno,3,0.01%,6 - 6 - 1,46.15%,/decks/exeggutor-ex-hypno-a1?game=POCKET&format=standard&set=A1a
Jolteon Zapdos ex,3,0.01%,6 - 7 - 0,46.15%,/decks/jolteon-zapdos-ex-a1?game=POCKET&format=standard&set=A1a
Florges Gengar ex,3,0.01%,5 - 6 - 0,45.45%,/decks/florges-a1a-gengar-ex-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Exeggutor,3,0.01%,5 - 6 - 0,45.45%,/decks/pidgeot-ex-a1a-exeggutor-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Marshadow,3,0.01%,5 - 6 - 0,45.45%,/decks/aerodactyl-ex-marshadow-a1a?game=POCKET&format=standard&set=A1a
Gyarados ex Lapras ex,3,0.01%,9 - 11 - 0,45.00%,/decks/gyarados-ex-a1a-lapras-ex-p-a?game=POCKET&format=standard&set=A1a
Kabutops Mew ex,3,0.01%,9 - 10 - 1,45.00%,/decks/kabutops-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Greninja Raichu,3,0.01%,4 - 5 - 0,44.44%,/decks/greninja-a1-raichu-a1a?game=POCKET&format=standard&set=A1a
Sandslash Mew ex,3,0.01%,7 - 9 - 0,43.75%,/decks/sandslash-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Aerodactyl ex Weezing,3,0.01%,6 - 8 - 0,42.86%,/decks/aerodactyl-ex-a1a-weezing-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Arbok,3,0.01%,6 - 8 - 0,42.86%,/decks/aerodactyl-ex-a1a-arbok-a1?game=POCKET&format=standard&set=A1a
Mew ex Aerodactyl ex,3,0.01%,9 - 12 - 0,42.86%,/decks/mew-ex-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Alakazam Aerodactyl ex,3,0.01%,6 - 8 - 0,42.86%,/decks/alakazam-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Melmetal Tauros,3,0.01%,6 - 8 - 0,42.86%,/decks/melmetal-a1-tauros-a1a?game=POCKET&format=standard&set=A1a
Zapdos ex Hypno,3,0.01%,6 - 8 - 0,42.86%,/decks/zapdos-ex-hypno-a1?game=POCKET&format=standard&set=A1a
Greninja Aerodactyl ex,3,0.01%,5 - 7 - 0,41.67%,/decks/greninja-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Arbok,3,0.01%,7 - 10 - 0,41.18%,/decks/pidgeot-ex-a1a-arbok-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Rapidash,3,0.01%,7 - 9 - 1,41.18%,/decks/gyarados-ex-rapidash-a1a?game=POCKET&format=standard&set=A1a
Nidoking Mew ex,3,0.01%,4 - 6 - 0,40.00%,/decks/nidoking-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Exeggutor ex Gyarados ex,3,0.01%,6 - 9 - 0,40.00%,/decks/exeggutor-ex-a1-gyarados-ex-a1a?game=POCKET&format=standard&set=A1a
Alakazam Gengar ex,3,0.01%,8 - 11 - 1,40.00%,/decks/alakazam-gengar-ex-a1?game=POCKET&format=standard&set=A1a
Starmie ex Dragonite,3,0.01%,6 - 9 - 0,40.00%,/decks/starmie-ex-dragonite-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Hypno,3,0.01%,6 - 9 - 0,40.00%,/decks/wigglytuff-ex-hypno-a1?game=POCKET&format=standard&set=A1a
Golem Primeape,3,0.01%,5 - 8 - 0,38.46%,/decks/golem-a1a-primeape-a1?game=POCKET&format=standard&set=A1a
Scolipede Mew ex,3,0.01%,5 - 8 - 0,38.46%,/decks/scolipede-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Articuno ex,3,0.01%,5 - 8 - 0,38.46%,/decks/pidgeot-ex-a1a-articuno-ex-a1?game=POCKET&format=standard&set=A1a
Charizard ex Tauros,3,0.01%,5 - 8 - 0,38.46%,/decks/charizard-ex-a1-tauros-a1a?game=POCKET&format=standard&set=A1a
Marowak ex Pidgeot ex,3,0.01%,5 - 7 - 1,38.46%,/decks/marowak-ex-a1-pidgeot-ex-a1a?game=POCKET&format=standard&set=A1a
Pidgeot Weezing,3,0.01%,3 - 5 - 0,37.50%,/decks/pidgeot-weezing-a1?game=POCKET&format=standard&set=A1a
Florges Farfetch'd,3,0.01%,6 - 10 - 0,37.50%,/decks/florges-a1a-farfetchd-a1?game=POCKET&format=standard&set=A1a
Blastoise ex Butterfree,3,0.01%,4 - 7 - 0,36.36%,/decks/blastoise-ex-butterfree-a1?game=POCKET&format=standard&set=A1a
Greninja Frosmoth,3,0.01%,4 - 8 - 0,33.33%,/decks/greninja-frosmoth-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Shiinotic,3,0.01%,4 - 8 - 0,33.33%,/decks/wigglytuff-ex-a1-shiinotic-a1a?game=POCKET&format=standard&set=A1a
Raichu Zapdos ex,3,0.01%,5 - 10 - 0,33.33%,/decks/raichu-a1a-zapdos-ex-a1?game=POCKET&format=standard&set=A1a
Marowak ex Wigglytuff ex,3,0.01%,4 - 8 - 0,33.33%,/decks/marowak-ex-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Pidgeot Primeape,3,0.01%,3 - 6 - 0,33.33%,/decks/pidgeot-primeape-a1?game=POCKET&format=standard&set=A1a
Serperior Shiinotic,3,0.01%,4 - 8 - 0,33.33%,/decks/serperior-shiinotic-a1a?game=POCKET&format=standard&set=A1a
Mewtwo ex Gengar ex,3,0.01%,4 - 8 - 0,33.33%,/decks/mewtwo-ex-gengar-ex-a1?game=POCKET&format=standard&set=A1a
Blastoise ex Lumineon,3,0.01%,5 - 10 - 0,33.33%,/decks/blastoise-ex-a1-lumineon-a1a?game=POCKET&format=standard&set=A1a
Zapdos ex Magneton,3,0.01%,4 - 9 - 0,30.77%,/decks/zapdos-ex-magneton-a1?game=POCKET&format=standard&set=A1a
Kabutops Zebstrika,3,0.01%,3 - 7 - 0,30.00%,/decks/kabutops-zebstrika-a1?game=POCKET&format=standard&set=A1a
Eelektross Hypno,3,0.01%,3 - 7 - 0,30.00%,/decks/eelektross-hypno-a1?game=POCKET&format=standard&set=A1a
Galvantula Zebstrika,3,0.01%,2 - 5 - 0,28.57%,/decks/galvantula-a1a-zebstrika-a1?game=POCKET&format=standard&set=A1a
Melmetal Mawile,3,0.01%,2 - 5 - 0,28.57%,/decks/melmetal-mawile-a1?game=POCKET&format=standard&set=A1a
Primeape Farfetch'd,3,0.01%,4 - 10 - 0,28.57%,/decks/primeape-farfetchd-a1?game=POCKET&format=standard&set=A1a
Articuno ex Kingler,3,0.01%,2 - 5 - 1,25.00%,/decks/articuno-ex-kingler-a1?game=POCKET&format=standard&set=A1a
Mew ex Beheeyem,3,0.01%,2 - 6 - 0,25.00%,/decks/mew-ex-beheeyem-a1a?game=POCKET&format=standard&set=A1a
Vileplume Shiinotic,3,0.01%,3 - 10 - 0,23.08%,/decks/vileplume-a1-shiinotic-a1a?game=POCKET&format=standard&set=A1a
Mew ex Gengar,3,0.01%,3 - 10 - 0,23.08%,/decks/mew-ex-a1a-gengar-a1?game=POCKET&format=standard&set=A1a
Machamp ex Wigglytuff ex,3,0.01%,2 - 7 - 0,22.22%,/decks/machamp-ex-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Raichu Galvantula,3,0.01%,1 - 4 - 0,20.00%,/decks/raichu-a1-galvantula-a1a?game=POCKET&format=standard&set=A1a
Machamp ex Golem,3,0.01%,2 - 8 - 0,20.00%,/decks/machamp-ex-a1-golem-a1a?game=POCKET&format=standard&set=A1a
Golem Pidgeot ex,3,0.01%,1 - 5 - 0,16.67%,/decks/golem-pidgeot-ex-a1a?game=POCKET&format=standard&set=A1a
Celebi ex Mew ex,3,0.01%,2 - 11 - 1,14.29%,/decks/celebi-ex-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Lapras ex Vaporeon,3,0.01%,1 - 6 - 0,14.29%,/decks/lapras-ex-p-a-vaporeon-a1a?game=POCKET&format=standard&set=A1a
Florges Hypno,3,0.01%,1 - 6 - 0,14.29%,/decks/florges-a1a-hypno-a1?game=POCKET&format=standard&set=A1a
Alakazam Kangaskhan,3,0.01%,1 - 8 - 0,11.11%,/decks/alakazam-kangaskhan-a1?game=POCKET&format=standard&set=A1a
Exeggutor ex Venusaur ex,3,0.01%,0 - 9 - 0,0.00%,/decks/exeggutor-ex-venusaur-ex-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Pidgeot,2,0.00%,11 - 3 - 0,78.57%,/decks/gyarados-ex-a1a-pidgeot-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Seadra,2,0.00%,3 - 1 - 0,75.00%,/decks/gyarados-ex-a1a-seadra-a1?game=POCKET&format=standard&set=A1a
Vaporeon Flareon,2,0.00%,5 - 2 - 0,71.43%,/decks/vaporeon-flareon-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Persian,2,0.00%,10 - 4 - 0,71.43%,/decks/gyarados-ex-a1a-persian-a1?game=POCKET&format=standard&set=A1a
Moltres ex Charizard,2,0.00%,5 - 2 - 0,71.43%,/decks/moltres-ex-charizard-a1?game=POCKET&format=standard&set=A1a
Serperior Exeggutor,2,0.00%,9 - 4 - 0,69.23%,/decks/serperior-a1a-exeggutor-a1?game=POCKET&format=standard&set=A1a
Sandslash Onix,2,0.00%,6 - 3 - 0,66.67%,/decks/sandslash-onix-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Mewtwo ex,2,0.00%,8 - 4 - 0,66.67%,/decks/aerodactyl-ex-a1a-mewtwo-ex-a1?game=POCKET&format=standard&set=A1a
Florges Kangaskhan,2,0.00%,8 - 3 - 1,66.67%,/decks/florges-a1a-kangaskhan-a1?game=POCKET&format=standard&set=A1a
Exeggutor ex Kabutops,2,0.00%,6 - 3 - 0,66.67%,/decks/exeggutor-ex-kabutops-a1?game=POCKET&format=standard&set=A1a
Blastoise ex Lapras,2,0.00%,7 - 4 - 0,63.64%,/decks/blastoise-ex-lapras-a1?game=POCKET&format=standard&set=A1a
Machamp ex Meowth,2,0.00%,7 - 4 - 0,63.64%,/decks/machamp-ex-meowth-a1?game=POCKET&format=standard&set=A1a
Blastoise ex Articuno,2,0.00%,3 - 2 - 0,60.00%,/decks/blastoise-ex-articuno-a1?game=POCKET&format=standard&set=A1a
Rapidash Mew ex,2,0.00%,3 - 2 - 0,60.00%,/decks/rapidash-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Aerodactyl ex Alakazam,2,0.00%,3 - 2 - 0,60.00%,/decks/aerodactyl-ex-a1a-alakazam-a1?game=POCKET&format=standard&set=A1a
Venusaur ex Exeggutor,2,0.00%,7 - 5 - 0,58.33%,/decks/venusaur-ex-exeggutor-a1?game=POCKET&format=standard&set=A1a
Pidgeot Jolteon,2,0.00%,7 - 5 - 0,58.33%,/decks/pidgeot-jolteon-a1?game=POCKET&format=standard&set=A1a
Alakazam Farfetch'd,2,0.00%,7 - 5 - 0,58.33%,/decks/alakazam-farfetchd-a1?game=POCKET&format=standard&set=A1a
Blastoise ex Starmie,2,0.00%,4 - 3 - 0,57.14%,/decks/blastoise-ex-starmie-a1?game=POCKET&format=standard&set=A1a
Weezing Melmetal,2,0.00%,5 - 4 - 0,55.56%,/decks/weezing-melmetal-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Scolipede,2,0.00%,6 - 5 - 0,54.55%,/decks/wigglytuff-ex-a1-scolipede-a1a?game=POCKET&format=standard&set=A1a
Venusaur ex Mew ex,2,0.00%,7 - 6 - 0,53.85%,/decks/venusaur-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Zapdos ex Pidgeot ex,2,0.00%,8 - 7 - 0,53.33%,/decks/zapdos-ex-a1-pidgeot-ex-a1a?game=POCKET&format=standard&set=A1a
Moltres ex,2,0.00%,5 - 5 - 0,50.00%,/decks/moltres-ex-a1?game=POCKET&format=standard&set=A1a
Machamp ex Hitmonchan,2,0.00%,3 - 3 - 0,50.00%,/decks/machamp-ex-hitmonchan-a1?game=POCKET&format=standard&set=A1a
Exeggutor ex Arbok,2,0.00%,4 - 4 - 0,50.00%,/decks/exeggutor-ex-arbok-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Gyarados ex,2,0.00%,5 - 5 - 0,50.00%,/decks/pidgeot-ex-gyarados-ex-a1a?game=POCKET&format=standard&set=A1a
Omastar Aerodactyl ex,2,0.00%,4 - 4 - 0,50.00%,/decks/omastar-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Ninetales,2,0.00%,6 - 6 - 0,50.00%,/decks/pidgeot-ex-a1a-ninetales-a1?game=POCKET&format=standard&set=A1a
Rapidash Volcarona,2,0.00%,4 - 4 - 0,50.00%,/decks/rapidash-volcarona-a1a?game=POCKET&format=standard&set=A1a
Greninja Ditto,2,0.00%,1 - 1 - 0,50.00%,/decks/greninja-ditto-a1?game=POCKET&format=standard&set=A1a
Exeggutor ex Pidgeot,2,0.00%,5 - 5 - 0,50.00%,/decks/exeggutor-ex-pidgeot-a1?game=POCKET&format=standard&set=A1a
Gengar Mew ex,2,0.00%,4 - 4 - 0,50.00%,/decks/gengar-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Starmie ex Gyarados,2,0.00%,6 - 6 - 0,50.00%,/decks/starmie-ex-gyarados-a1?game=POCKET&format=standard&set=A1a
Dugtrio Primeape,2,0.00%,6 - 6 - 0,50.00%,/decks/dugtrio-primeape-a1?game=POCKET&format=standard&set=A1a
Blastoise ex Tentacruel,2,0.00%,4 - 4 - 0,50.00%,/decks/blastoise-ex-tentacruel-a1?game=POCKET&format=standard&set=A1a
Venusaur ex Caterpie,2,0.00%,7 - 7 - 0,50.00%,/decks/venusaur-ex-caterpie-a1?game=POCKET&format=standard&set=A1a
Pikachu ex Raichu,2,0.00%,7 - 8 - 0,46.67%,/decks/pikachu-ex-a1-raichu-a1a?game=POCKET&format=standard&set=A1a
Exeggutor Lilligant,2,0.00%,7 - 7 - 1,46.67%,/decks/exeggutor-a1a-lilligant-a1?game=POCKET&format=standard&set=A1a
Florges Mewtwo ex,2,0.00%,7 - 8 - 0,46.67%,/decks/florges-a1a-mewtwo-ex-a1?game=POCKET&format=standard&set=A1a
Poliwrath Mew ex,2,0.00%,6 - 7 - 0,46.15%,/decks/poliwrath-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Tentacruel,2,0.00%,6 - 7 - 0,46.15%,/decks/pidgeot-ex-a1a-tentacruel-a1?game=POCKET&format=standard&set=A1a
Golem Kabutops,2,0.00%,5 - 5 - 1,45.45%,/decks/golem-kabutops-a1?game=POCKET&format=standard&set=A1a
Lapras ex Starmie ex,2,0.00%,5 - 6 - 0,45.45%,/decks/lapras-ex-p-a-starmie-ex-a1?game=POCKET&format=standard&set=A1a
Starmie ex Frosmoth,2,0.00%,5 - 6 - 0,45.45%,/decks/starmie-ex-frosmoth-a1?game=POCKET&format=standard&set=A1a
Weezing Scolipede,2,0.00%,5 - 6 - 0,45.45%,/decks/weezing-scolipede-a1a?game=POCKET&format=standard&set=A1a
Pidgeot Wigglytuff ex,2,0.00%,4 - 5 - 0,44.44%,/decks/pidgeot-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Primeape,2,0.00%,4 - 5 - 0,44.44%,/decks/wigglytuff-ex-a1-primeape-a1a?game=POCKET&format=standard&set=A1a
Victreebel Arbok,2,0.00%,4 - 5 - 0,44.44%,/decks/victreebel-arbok-a1?game=POCKET&format=standard&set=A1a
Dragonite Jigglypuff,2,0.00%,4 - 5 - 0,44.44%,/decks/dragonite-a1-jigglypuff-p-a?game=POCKET&format=standard&set=A1a
Exeggutor Mew ex,2,0.00%,4 - 5 - 0,44.44%,/decks/exeggutor-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Greninja Exeggutor,2,0.00%,6 - 8 - 0,42.86%,/decks/greninja-exeggutor-a1?game=POCKET&format=standard&set=A1a
Exeggutor Serperior,2,0.00%,3 - 4 - 0,42.86%,/decks/exeggutor-serperior-a1a?game=POCKET&format=standard&set=A1a
Moltres ex Arcanine,2,0.00%,5 - 6 - 1,41.67%,/decks/moltres-ex-arcanine-a1?game=POCKET&format=standard&set=A1a
Lapras ex Gardevoir,2,0.00%,5 - 7 - 0,41.67%,/decks/lapras-ex-p-a-gardevoir-a1?game=POCKET&format=standard&set=A1a
Starmie ex Blastoise ex,2,0.00%,5 - 7 - 0,41.67%,/decks/starmie-ex-blastoise-ex-a1?game=POCKET&format=standard&set=A1a
Mew ex Tauros,2,0.00%,4 - 6 - 0,40.00%,/decks/mew-ex-tauros-a1a?game=POCKET&format=standard&set=A1a
Gyarados ex Frosmoth,2,0.00%,4 - 6 - 0,40.00%,/decks/gyarados-ex-a1a-frosmoth-a1?game=POCKET&format=standard&set=A1a
Tentacruel Greninja,2,0.00%,4 - 6 - 0,40.00%,/decks/tentacruel-greninja-a1?game=POCKET&format=standard&set=A1a
Venusaur ex Shiinotic,2,0.00%,4 - 6 - 0,40.00%,/decks/venusaur-ex-a1-shiinotic-a1a?game=POCKET&format=standard&set=A1a
Dragonite Exeggutor ex,2,0.00%,4 - 6 - 0,40.00%,/decks/dragonite-exeggutor-ex-a1?game=POCKET&format=standard&set=A1a
Primeape Sandslash,2,0.00%,2 - 3 - 0,40.00%,/decks/primeape-a1a-sandslash-a1?game=POCKET&format=standard&set=A1a
Greninja Lapras ex,2,0.00%,2 - 3 - 0,40.00%,/decks/greninja-a1-lapras-ex-p-a?game=POCKET&format=standard&set=A1a
Gyarados ex Seaking,2,0.00%,4 - 6 - 0,40.00%,/decks/gyarados-ex-a1a-seaking-a1?game=POCKET&format=standard&set=A1a
Beedrill Venomoth,2,0.00%,4 - 6 - 0,40.00%,/decks/beedrill-venomoth-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Dragonite,2,0.00%,5 - 8 - 0,38.46%,/decks/pidgeot-ex-a1a-dragonite-a1?game=POCKET&format=standard&set=A1a
Charizard ex Ninetales,2,0.00%,5 - 8 - 0,38.46%,/decks/charizard-ex-ninetales-a1?game=POCKET&format=standard&set=A1a
Poliwrath Alakazam,2,0.00%,5 - 8 - 0,38.46%,/decks/poliwrath-alakazam-a1?game=POCKET&format=standard&set=A1a
Marowak ex Marshadow,2,0.00%,5 - 8 - 0,38.46%,/decks/marowak-ex-a1-marshadow-a1a?game=POCKET&format=standard&set=A1a
Lapras ex Greninja,2,0.00%,3 - 5 - 0,37.50%,/decks/lapras-ex-p-a-greninja-a1?game=POCKET&format=standard&set=A1a
Celebi ex Victreebel,2,0.00%,3 - 5 - 0,37.50%,/decks/celebi-ex-a1a-victreebel-a1?game=POCKET&format=standard&set=A1a
Dragonite Articuno,2,0.00%,3 - 5 - 0,37.50%,/decks/dragonite-articuno-a1?game=POCKET&format=standard&set=A1a
Gyarados Vaporeon,2,0.00%,3 - 5 - 0,37.50%,/decks/gyarados-a1-vaporeon-a1a?game=POCKET&format=standard&set=A1a
Victreebel Hitmonlee,2,0.00%,3 - 5 - 0,37.50%,/decks/victreebel-hitmonlee-a1?game=POCKET&format=standard&set=A1a
Serperior Wigglytuff ex,2,0.00%,3 - 5 - 0,37.50%,/decks/serperior-a1a-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Melmetal Aerodactyl,2,0.00%,3 - 5 - 0,37.50%,/decks/melmetal-aerodactyl-a1?game=POCKET&format=standard&set=A1a
Machamp ex Butterfree,2,0.00%,4 - 7 - 0,36.36%,/decks/machamp-ex-butterfree-a1?game=POCKET&format=standard&set=A1a
Starmie ex,2,0.00%,4 - 7 - 0,36.36%,/decks/starmie-ex-a1?game=POCKET&format=standard&set=A1a
Poliwrath Gyarados,2,0.00%,4 - 6 - 1,36.36%,/decks/poliwrath-gyarados-a1?game=POCKET&format=standard&set=A1a
