Deck,Count,Share,Score,Win_Percentage,Deck_links
Glaceon ex Lumineon,1,0.01%,4 - 0 - 0,100.00%,/decks/glaceon-ex-a2a-lumineon-a1a?game=POCKET&format=standard&set=A2b
Staraptor Darkrai ex,1,0.01%,1 - 0 - 0,100.00%,/decks/staraptor-a2a-darkrai-ex-a2?game=POCKET&format=standard&set=A2b
Ditto,1,0.01%,8 - 1 - 0,88.89%,/decks/ditto-a1?game=POCKET&format=standard&set=A2b
Pidgeot ex Druddigon,1,0.01%,3 - 1 - 0,75.00%,/decks/pidgeot-ex-druddigon-a1a?game=POCKET&format=standard&set=A2b
Florges Mew ex,1,0.01%,3 - 1 - 0,75.00%,/decks/florges-mew-ex-a1a?game=POCKET&format=standard&set=A2b
Bibarel ex Cyclizar,1,0.01%,3 - 1 - 0,75.00%,/decks/bibarel-ex-cyclizar-a2b?game=POCKET&format=standard&set=A2b
Aerodactyl ex Golem,1,0.01%,3 - 1 - 0,75.00%,/decks/aerodactyl-ex-golem-a1a?game=POCKET&format=standard&set=A2b
Exeggutor ex Exeggutor,1,0.01%,5 - 2 - 0,71.43%,/decks/exeggutor-ex-a1-exeggutor-a1a?game=POCKET&format=standard&set=A2b
Gyarados ex Giratina,1,0.01%,7 - 3 - 0,70.00%,/decks/gyarados-ex-a1a-giratina-a2?game=POCKET&format=standard&set=A2b
Wugtrio ex Pidgeot ex,1,0.01%,7 - 3 - 0,70.00%,/decks/wugtrio-ex-a2b-pidgeot-ex-a1a?game=POCKET&format=standard&set=A2b
Arceus ex Carnivine,1,0.01%,4 - 2 - 0,66.67%,/decks/arceus-ex-a2a-carnivine-a2?game=POCKET&format=standard&set=A2b
Lucario Marshadow,1,0.01%,6 - 3 - 0,66.67%,/decks/lucario-a2-marshadow-a1a?game=POCKET&format=standard&set=A2b
Weezing Darkrai ex,1,0.01%,4 - 2 - 0,66.67%,/decks/weezing-a1-darkrai-ex-a2?game=POCKET&format=standard&set=A2b
Mismagius ex Gengar,1,0.01%,2 - 1 - 0,66.67%,/decks/mismagius-ex-a2-gengar-a2a?game=POCKET&format=standard&set=A2b
Lucario ex Aerodactyl ex,1,0.01%,5 - 3 - 0,62.50%,/decks/lucario-ex-a2b-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A2b
Infernape ex Giratina,1,0.01%,5 - 3 - 0,62.50%,/decks/infernape-ex-giratina-a2?game=POCKET&format=standard&set=A2b
Gengar ex Mewtwo ex,1,0.01%,5 - 3 - 0,62.50%,/decks/gengar-ex-mewtwo-ex-a1?game=POCKET&format=standard&set=A2b
Wugtrio ex Gyarados ex,1,0.01%,5 - 3 - 0,62.50%,/decks/wugtrio-ex-a2b-gyarados-ex-a1a?game=POCKET&format=standard&set=A2b
Bastiodon Wormadam,1,0.01%,5 - 3 - 0,62.50%,/decks/bastiodon-wormadam-a2?game=POCKET&format=standard&set=A2b
Mewtwo ex Magnezone,1,0.01%,3 - 2 - 0,60.00%,/decks/mewtwo-ex-a1-magnezone-a2?game=POCKET&format=standard&set=A2b
Gallade ex Rampardos,1,0.01%,3 - 2 - 0,60.00%,/decks/gallade-ex-rampardos-a2?game=POCKET&format=standard&set=A2b
Golem Kangaskhan,1,0.01%,3 - 1 - 1,60.00%,/decks/golem-a1a-kangaskhan-a1?game=POCKET&format=standard&set=A2b
Dragonite Snorlax,1,0.01%,3 - 2 - 0,60.00%,/decks/dragonite-a1-snorlax-a2a?game=POCKET&format=standard&set=A2b
Beedrill ex Shaymin,1,0.01%,4 - 3 - 0,57.14%,/decks/beedrill-ex-a2b-shaymin-a2?game=POCKET&format=standard&set=A2b
Garchomp Cyclizar,1,0.01%,4 - 3 - 0,57.14%,/decks/garchomp-a2-cyclizar-a2b?game=POCKET&format=standard&set=A2b
Lucario ex Spiritomb,1,0.01%,4 - 3 - 0,57.14%,/decks/lucario-ex-a2b-spiritomb-a2?game=POCKET&format=standard&set=A2b
Kabutops Rampardos,1,0.01%,4 - 2 - 1,57.14%,/decks/kabutops-a1-rampardos-a2?game=POCKET&format=standard&set=A2b
Giratina ex Mewtwo,1,0.01%,4 - 3 - 0,57.14%,/decks/giratina-ex-a2b-mewtwo-a1?game=POCKET&format=standard&set=A2b
Weavile ex Paldean Clodsire ex,1,0.01%,4 - 3 - 0,57.14%,/decks/weavile-ex-a2-paldean-clodsire-ex-a2b?game=POCKET&format=standard&set=A2b
Giratina ex Glaceon ex,1,0.01%,2 - 2 - 0,50.00%,/decks/giratina-ex-a2b-glaceon-ex-a2a?game=POCKET&format=standard&set=A2b
Snorlax Rampardos,1,0.01%,3 - 3 - 0,50.00%,/decks/snorlax-a2a-rampardos-a2?game=POCKET&format=standard&set=A2b
Bibarel ex Druddigon,1,0.01%,1 - 1 - 0,50.00%,/decks/bibarel-ex-a2b-druddigon-a1a?game=POCKET&format=standard&set=A2b
Tentacruel Floatzel,1,0.01%,3 - 3 - 0,50.00%,/decks/tentacruel-a1-floatzel-p-a?game=POCKET&format=standard&set=A2b
Greninja Sudowoodo,1,0.01%,3 - 3 - 0,50.00%,/decks/greninja-a1-sudowoodo-a2a?game=POCKET&format=standard&set=A2b
Magnezone Uxie,1,0.01%,1 - 1 - 0,50.00%,/decks/magnezone-uxie-a2?game=POCKET&format=standard&set=A2b
Leafeon ex Serperior,1,0.01%,2 - 2 - 0,50.00%,/decks/leafeon-ex-a2a-serperior-a1a?game=POCKET&format=standard&set=A2b
Charizard ex Snorlax,1,0.01%,1 - 1 - 0,50.00%,/decks/charizard-ex-a2b-snorlax-a2a?game=POCKET&format=standard&set=A2b
Magnezone Zebstrika,1,0.01%,3 - 3 - 0,50.00%,/decks/magnezone-a2-zebstrika-a1?game=POCKET&format=standard&set=A2b
Grafaiai Gholdengo,1,0.01%,1 - 1 - 0,50.00%,/decks/grafaiai-gholdengo-a2b?game=POCKET&format=standard&set=A2b
Aerodactyl ex Hitmonlee,1,0.01%,1 - 1 - 0,50.00%,/decks/aerodactyl-ex-a1a-hitmonlee-a1?game=POCKET&format=standard&set=A2b
Gallade ex Butterfree,1,0.01%,1 - 1 - 0,50.00%,/decks/gallade-ex-a2-butterfree-a1?game=POCKET&format=standard&set=A2b
Lucario ex Kabutops,1,0.01%,3 - 3 - 0,50.00%,/decks/lucario-ex-a2b-kabutops-a1?game=POCKET&format=standard&set=A2b
Beedrill ex Butterfree,1,0.01%,4 - 4 - 0,50.00%,/decks/beedrill-ex-a2b-butterfree-a1?game=POCKET&format=standard&set=A2b
Magnezone Leafeon ex,1,0.01%,4 - 4 - 0,50.00%,/decks/magnezone-a2-leafeon-ex-a2a?game=POCKET&format=standard&set=A2b
Pikachu ex Galvantula,1,0.01%,2 - 2 - 0,50.00%,/decks/pikachu-ex-a2b-galvantula-a1a?game=POCKET&format=standard&set=A2b
Alakazam Mew ex,1,0.01%,2 - 2 - 0,50.00%,/decks/alakazam-a2b-mew-ex-a1a?game=POCKET&format=standard&set=A2b
Wigglytuff ex Skarmory,1,0.01%,1 - 1 - 0,50.00%,/decks/wigglytuff-ex-a1-skarmory-a2?game=POCKET&format=standard&set=A2b
Gengar ex Druddigon,1,0.01%,1 - 1 - 0,50.00%,/decks/gengar-ex-a1-druddigon-a1a?game=POCKET&format=standard&set=A2b
Manectric Electivire,1,0.01%,1 - 1 - 0,50.00%,/decks/manectric-a2a-electivire-a2?game=POCKET&format=standard&set=A2b
Garchomp Farfetch'd,1,0.01%,2 - 2 - 0,50.00%,/decks/garchomp-a2-farfetchd-a1?game=POCKET&format=standard&set=A2b
Greninja Hypno,1,0.01%,3 - 3 - 0,50.00%,/decks/greninja-hypno-a1?game=POCKET&format=standard&set=A2b
Arceus ex Articuno ex,1,0.01%,1 - 1 - 0,50.00%,/decks/arceus-ex-a2a-articuno-ex-a1?game=POCKET&format=standard&set=A2b
Staraptor Shaymin,1,0.01%,1 - 1 - 0,50.00%,/decks/staraptor-shaymin-a2a?game=POCKET&format=standard&set=A2b
Giratina ex Origin Forme Palkia,1,0.01%,2 - 2 - 0,50.00%,/decks/giratina-ex-a2b-origin-forme-palkia-a2a?game=POCKET&format=standard&set=A2b
Raichu Luxray,1,0.01%,3 - 3 - 0,50.00%,/decks/raichu-a1a-luxray-a2?game=POCKET&format=standard&set=A2b
Charizard ex Rapidash,1,0.01%,1 - 1 - 0,50.00%,/decks/charizard-ex-a2b-rapidash-a1a?game=POCKET&format=standard&set=A2b
Pikachu ex Raichu,1,0.01%,3 - 3 - 0,50.00%,/decks/pikachu-ex-a2b-raichu-a1a?game=POCKET&format=standard&set=A2b
Gallade ex Mew ex,1,0.01%,3 - 3 - 0,50.00%,/decks/gallade-ex-a2-mew-ex-a1a?game=POCKET&format=standard&set=A2b
Garchomp ex Sudowoodo,1,0.01%,2 - 2 - 0,50.00%,/decks/garchomp-ex-sudowoodo-a2a?game=POCKET&format=standard&set=A2b
Garchomp Kangaskhan,1,0.01%,1 - 1 - 0,50.00%,/decks/garchomp-a2-kangaskhan-a1?game=POCKET&format=standard&set=A2b
Celebi ex Exeggutor ex,1,0.01%,3 - 3 - 0,50.00%,/decks/celebi-ex-a1a-exeggutor-ex-a1?game=POCKET&format=standard&set=A2b
Venusaur ex Shaymin,1,0.01%,1 - 1 - 0,50.00%,/decks/venusaur-ex-a1-shaymin-a2?game=POCKET&format=standard&set=A2b
Lucario Farfetch'd,1,0.01%,1 - 1 - 0,50.00%,/decks/lucario-a2-farfetchd-a1?game=POCKET&format=standard&set=A2b
Grafaiai Giratina ex,1,0.01%,2 - 2 - 0,50.00%,/decks/grafaiai-giratina-ex-a2b?game=POCKET&format=standard&set=A2b
Wigglytuff ex Ditto,1,0.01%,1 - 1 - 0,50.00%,/decks/wigglytuff-ex-ditto-a1?game=POCKET&format=standard&set=A2b
Arceus ex Skarmory,1,0.01%,3 - 3 - 0,50.00%,/decks/arceus-ex-a2a-skarmory-a2?game=POCKET&format=standard&set=A2b
Pupitar Machamp,1,0.01%,1 - 1 - 0,50.00%,/decks/pupitar-a2a-machamp-a2b?game=POCKET&format=standard&set=A2b
Beedrill ex Chatot,1,0.01%,1 - 1 - 0,50.00%,/decks/beedrill-ex-a2b-chatot-a1a?game=POCKET&format=standard&set=A2b
Wigglytuff ex Wigglytuff,1,0.01%,1 - 1 - 0,50.00%,/decks/wigglytuff-ex-a1-wigglytuff-a2b?game=POCKET&format=standard&set=A2b
Gardevoir Golurk,1,0.01%,4 - 4 - 0,50.00%,/decks/gardevoir-golurk-a1?game=POCKET&format=standard&set=A2b
Pikachu ex Magneton,1,0.01%,4 - 4 - 0,50.00%,/decks/pikachu-ex-magneton-a1?game=POCKET&format=standard&set=A2b
Darkrai ex Wigglytuff ex,1,0.01%,3 - 3 - 0,50.00%,/decks/darkrai-ex-a2-wigglytuff-ex-a1?game=POCKET&format=standard&set=A2b
Blastoise ex Snorlax,1,0.01%,3 - 3 - 0,50.00%,/decks/blastoise-ex-a1-snorlax-a2a?game=POCKET&format=standard&set=A2b
Gallade ex Spiritomb,1,0.01%,2 - 2 - 0,50.00%,/decks/gallade-ex-spiritomb-a2?game=POCKET&format=standard&set=A2b
Magnezone Ditto,1,0.01%,1 - 1 - 0,50.00%,/decks/magnezone-a2-ditto-a1?game=POCKET&format=standard&set=A2b
Zapdos ex Zapdos,1,0.01%,2 - 2 - 0,50.00%,/decks/zapdos-ex-zapdos-a1?game=POCKET&format=standard&set=A2b
Victreebel Exeggutor ex,1,0.01%,4 - 4 - 0,50.00%,/decks/victreebel-exeggutor-ex-a1?game=POCKET&format=standard&set=A2b
Luxray Zapdos ex,1,0.01%,2 - 2 - 0,50.00%,/decks/luxray-a2-zapdos-ex-a1?game=POCKET&format=standard&set=A2b
Exeggutor ex Poliwrath,1,0.01%,3 - 3 - 0,50.00%,/decks/exeggutor-ex-poliwrath-a1?game=POCKET&format=standard&set=A2b
Gallade ex Regirock,1,0.01%,2 - 2 - 0,50.00%,/decks/gallade-ex-regirock-a2?game=POCKET&format=standard&set=A2b
Giratina ex Pikachu ex,1,0.01%,1 - 1 - 0,50.00%,/decks/giratina-ex-pikachu-ex-a2b?game=POCKET&format=standard&set=A2b
Wugtrio ex Poliwrath,1,0.01%,3 - 3 - 0,50.00%,/decks/wugtrio-ex-a2b-poliwrath-a1?game=POCKET&format=standard&set=A2b
Arceus ex Chatot,1,0.01%,1 - 1 - 0,50.00%,/decks/arceus-ex-a2a-chatot-a1a?game=POCKET&format=standard&set=A2b
Greninja Flareon,1,0.01%,3 - 4 - 0,42.86%,/decks/greninja-flareon-a1?game=POCKET&format=standard&set=A2b
Meowscarada Persian,1,0.01%,3 - 4 - 0,42.86%,/decks/meowscarada-a2b-persian-a1?game=POCKET&format=standard&set=A2b
Dragonite Dondozo,1,0.01%,3 - 4 - 0,42.86%,/decks/dragonite-a1-dondozo-a2b?game=POCKET&format=standard&set=A2b
Infernape ex Charizard ex,1,0.01%,3 - 4 - 0,42.86%,/decks/infernape-ex-a2-charizard-ex-a1?game=POCKET&format=standard&set=A2b
Greninja Snorlax,1,0.01%,3 - 4 - 0,42.86%,/decks/greninja-a1-snorlax-a2a?game=POCKET&format=standard&set=A2b
Machamp Lucario,1,0.01%,3 - 4 - 0,42.86%,/decks/machamp-a2b-lucario-a2?game=POCKET&format=standard&set=A2b
Sandslash Lucario,1,0.01%,3 - 4 - 0,42.86%,/decks/sandslash-a1-lucario-a2?game=POCKET&format=standard&set=A2b
Giratina ex Druddigon,1,0.01%,3 - 4 - 0,42.86%,/decks/giratina-ex-a2b-druddigon-a1a?game=POCKET&format=standard&set=A2b
Pikachu ex Arceus ex,1,0.01%,2 - 3 - 0,40.00%,/decks/pikachu-ex-a2b-arceus-ex-a2a?game=POCKET&format=standard&set=A2b
Staraptor Mew ex,1,0.01%,2 - 3 - 0,40.00%,/decks/staraptor-p-a-mew-ex-a1a?game=POCKET&format=standard&set=A2b
Garchomp ex Aerodactyl ex,1,0.01%,2 - 3 - 0,40.00%,/decks/garchomp-ex-a2a-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A2b
Wigglytuff Skarmory,1,0.01%,2 - 3 - 0,40.00%,/decks/wigglytuff-a2b-skarmory-a2?game=POCKET&format=standard&set=A2b
Lapras ex Wigglytuff,1,0.01%,2 - 3 - 0,40.00%,/decks/lapras-ex-p-a-wigglytuff-a2b?game=POCKET&format=standard&set=A2b
Gyarados ex Giratina ex,1,0.01%,2 - 3 - 0,40.00%,/decks/gyarados-ex-a1a-giratina-ex-a2b?game=POCKET&format=standard&set=A2b
Magnezone Zapdos,1,0.01%,2 - 3 - 0,40.00%,/decks/magnezone-a2-zapdos-a1?game=POCKET&format=standard&set=A2b
Gallade ex Chatot,1,0.01%,2 - 2 - 1,40.00%,/decks/gallade-ex-a2-chatot-a1a?game=POCKET&format=standard&set=A2b
Alakazam Azelf,1,0.01%,2 - 3 - 0,40.00%,/decks/alakazam-a1-azelf-a2?game=POCKET&format=standard&set=A2b
Palkia ex Lumineon,1,0.01%,2 - 3 - 0,40.00%,/decks/palkia-ex-a2-lumineon-a1a?game=POCKET&format=standard&set=A2b
Lucario Rhyperior,1,0.01%,2 - 3 - 0,40.00%,/decks/lucario-rhyperior-a2?game=POCKET&format=standard&set=A2b
Exeggutor Lilligant,1,0.01%,2 - 2 - 1,40.00%,/decks/exeggutor-a1a-lilligant-a1?game=POCKET&format=standard&set=A2b
Darkrai ex Weezing,1,0.01%,2 - 3 - 0,40.00%,/decks/darkrai-ex-a2-weezing-a1a?game=POCKET&format=standard&set=A2b
Giratina ex Giratina,1,0.01%,2 - 3 - 0,40.00%,/decks/giratina-ex-a2b-giratina-a2?game=POCKET&format=standard&set=A2b
Togekiss Cresselia,1,0.01%,2 - 3 - 0,40.00%,/decks/togekiss-cresselia-a2?game=POCKET&format=standard&set=A2b
Gardevoir Mew ex,1,0.01%,2 - 3 - 0,40.00%,/decks/gardevoir-a1-mew-ex-a1a?game=POCKET&format=standard&set=A2b
Dialga ex Wigglytuff,1,0.01%,2 - 3 - 0,40.00%,/decks/dialga-ex-a2-wigglytuff-a2b?game=POCKET&format=standard&set=A2b
Dialga ex Darkrai ex,1,0.01%,2 - 3 - 0,40.00%,/decks/dialga-ex-darkrai-ex-a2?game=POCKET&format=standard&set=A2b
Magnezone Electrode,1,0.01%,2 - 3 - 0,40.00%,/decks/magnezone-electrode-a2?game=POCKET&format=standard&set=A2b
Charizard ex Heatran,1,0.01%,2 - 2 - 1,40.00%,/decks/charizard-ex-a2b-heatran-a2a?game=POCKET&format=standard&set=A2b
Alakazam Druddigon,1,0.01%,2 - 3 - 0,40.00%,/decks/alakazam-a2b-druddigon-a1a?game=POCKET&format=standard&set=A2b
Wugtrio ex Floatzel,1,0.01%,2 - 3 - 0,40.00%,/decks/wugtrio-ex-floatzel-a2b?game=POCKET&format=standard&set=A2b
Giratina ex Shaymin,1,0.01%,2 - 3 - 0,40.00%,/decks/giratina-ex-a2b-shaymin-a2a?game=POCKET&format=standard&set=A2b
Moltres ex Magmortar,1,0.01%,3 - 5 - 0,37.50%,/decks/moltres-ex-a1-magmortar-a2?game=POCKET&format=standard&set=A2b
Electivire Luxray,1,0.01%,1 - 2 - 0,33.33%,/decks/electivire-luxray-a2?game=POCKET&format=standard&set=A2b
Magnezone Jolteon,1,0.01%,1 - 2 - 0,33.33%,/decks/magnezone-a2-jolteon-a1?game=POCKET&format=standard&set=A2b
Revavroom Gholdengo,1,0.01%,1 - 2 - 0,33.33%,/decks/revavroom-gholdengo-a2b?game=POCKET&format=standard&set=A2b
Electrode Electivire,1,0.01%,1 - 2 - 0,33.33%,/decks/electrode-a1-electivire-a2?game=POCKET&format=standard&set=A2b
Lucario ex Giratina ex,1,0.01%,1 - 2 - 0,33.33%,/decks/lucario-ex-giratina-ex-a2b?game=POCKET&format=standard&set=A2b
Golem Onix,1,0.01%,1 - 2 - 0,33.33%,/decks/golem-a1a-onix-a1?game=POCKET&format=standard&set=A2b
Lucario ex Sudowoodo,1,0.01%,2 - 4 - 0,33.33%,/decks/lucario-ex-a2b-sudowoodo-a2a?game=POCKET&format=standard&set=A2b
Farfetch'd,1,0.01%,1 - 2 - 0,33.33%,/decks/farfetchd-a1?game=POCKET&format=standard&set=A2b
Pikachu ex Galvantula,1,0.01%,1 - 2 - 0,33.33%,/decks/pikachu-ex-a1-galvantula-a1a?game=POCKET&format=standard&set=A2b
Aerodactyl ex Kabutops,1,0.01%,2 - 4 - 0,33.33%,/decks/aerodactyl-ex-a1a-kabutops-a1?game=POCKET&format=standard&set=A2b
Victreebel Celebi ex,1,0.01%,1 - 2 - 0,33.33%,/decks/victreebel-a1-celebi-ex-a1a?game=POCKET&format=standard&set=A2b
Bastiodon Dialga ex,1,0.01%,2 - 4 - 0,33.33%,/decks/bastiodon-dialga-ex-a2?game=POCKET&format=standard&set=A2b
Probopass ex Wigglytuff,1,0.01%,1 - 2 - 0,33.33%,/decks/probopass-ex-a2a-wigglytuff-a2b?game=POCKET&format=standard&set=A2b
Darkrai ex Dusknoir,1,0.01%,1 - 2 - 0,33.33%,/decks/darkrai-ex-dusknoir-a2?game=POCKET&format=standard&set=A2b
Tyranitar Arceus ex,1,0.01%,1 - 2 - 0,33.33%,/decks/tyranitar-arceus-ex-a2a?game=POCKET&format=standard&set=A2b
Infernape ex Giratina,1,0.01%,1 - 2 - 0,33.33%,/decks/infernape-ex-a2-giratina-a2a?game=POCKET&format=standard&set=A2b
Pikachu ex Pawmot,1,0.01%,2 - 3 - 1,33.33%,/decks/pikachu-ex-pawmot-a2b?game=POCKET&format=standard&set=A2b
Magnezone Heliolisk,1,0.01%,2 - 4 - 0,33.33%,/decks/magnezone-a2-heliolisk-a1?game=POCKET&format=standard&set=A2b
Infernape ex Weezing,1,0.01%,1 - 2 - 0,33.33%,/decks/infernape-ex-a2-weezing-a1?game=POCKET&format=standard&set=A2b
Weezing Giratina ex,1,0.01%,2 - 4 - 0,33.33%,/decks/weezing-a1-giratina-ex-a2b?game=POCKET&format=standard&set=A2b
Giratina ex Mismagius ex,1,0.01%,1 - 2 - 0,33.33%,/decks/giratina-ex-a2b-mismagius-ex-a2?game=POCKET&format=standard&set=A2b
Meowscarada Vespiquen,1,0.01%,1 - 2 - 0,33.33%,/decks/meowscarada-a2b-vespiquen-a2a?game=POCKET&format=standard&set=A2b
Victreebel Druddigon,1,0.01%,2 - 4 - 0,33.33%,/decks/victreebel-a1-druddigon-a1a?game=POCKET&format=standard&set=A2b
Vaporeon Palkia ex,1,0.01%,1 - 2 - 0,33.33%,/decks/vaporeon-a1a-palkia-ex-a2?game=POCKET&format=standard&set=A2b
Darkrai ex Druddigon,1,0.01%,1 - 2 - 0,33.33%,/decks/darkrai-ex-a2-druddigon-a1a?game=POCKET&format=standard&set=A2b
Fearow Medicham,1,0.01%,2 - 5 - 0,28.57%,/decks/fearow-a1-medicham-a2a?game=POCKET&format=standard&set=A2b
Gallade ex Greninja,1,0.01%,1 - 3 - 0,25.00%,/decks/gallade-ex-a2-greninja-a1?game=POCKET&format=standard&set=A2b
Wigglytuff Snorlax,1,0.01%,1 - 3 - 0,25.00%,/decks/wigglytuff-a2b-snorlax-a2a?game=POCKET&format=standard&set=A2b
Wugtrio ex Persian,1,0.01%,1 - 3 - 0,25.00%,/decks/wugtrio-ex-a2b-persian-a1?game=POCKET&format=standard&set=A2b
Arceus ex Kangaskhan,1,0.01%,1 - 3 - 0,25.00%,/decks/arceus-ex-a2a-kangaskhan-a1?game=POCKET&format=standard&set=A2b
Wigglytuff ex Dragonite,1,0.01%,1 - 3 - 0,25.00%,/decks/wigglytuff-ex-dragonite-a1?game=POCKET&format=standard&set=A2b
Charizard ex Rapidash,1,0.01%,1 - 3 - 0,25.00%,/decks/charizard-ex-a1-rapidash-a1a?game=POCKET&format=standard&set=A2b
Alakazam Kangaskhan,1,0.01%,1 - 3 - 0,25.00%,/decks/alakazam-kangaskhan-a1?game=POCKET&format=standard&set=A2b
Skarmory,1,0.01%,1 - 3 - 0,25.00%,/decks/skarmory-a2?game=POCKET&format=standard&set=A2b
Meowscarada Exeggutor,1,0.01%,1 - 3 - 0,25.00%,/decks/meowscarada-a2b-exeggutor-a1a?game=POCKET&format=standard&set=A2b
Floatzel Articuno ex,1,0.01%,1 - 3 - 0,25.00%,/decks/floatzel-p-a-articuno-ex-a1?game=POCKET&format=standard&set=A2b
Electivire Pachirisu ex,1,0.01%,1 - 3 - 0,25.00%,/decks/electivire-pachirisu-ex-a2?game=POCKET&format=standard&set=A2b
Magnezone Rampardos,1,0.01%,1 - 3 - 0,25.00%,/decks/magnezone-rampardos-a2?game=POCKET&format=standard&set=A2b
Wugtrio ex Articuno,1,0.01%,1 - 3 - 0,25.00%,/decks/wugtrio-ex-a2b-articuno-a1?game=POCKET&format=standard&set=A2b
Arceus ex Wugtrio ex,1,0.01%,1 - 3 - 0,25.00%,/decks/arceus-ex-a2a-wugtrio-ex-a2b?game=POCKET&format=standard&set=A2b
Beedrill ex Farfetch'd,1,0.01%,1 - 3 - 0,25.00%,/decks/beedrill-ex-a2b-farfetchd-a1?game=POCKET&format=standard&set=A2b
Gallade ex Primeape,1,0.01%,1 - 3 - 0,25.00%,/decks/gallade-ex-a2-primeape-a1a?game=POCKET&format=standard&set=A2b
Lickilicky ex Manaphy,1,0.01%,1 - 3 - 0,25.00%,/decks/lickilicky-ex-manaphy-a2?game=POCKET&format=standard&set=A2b
Alakazam Sigilyph,1,0.01%,1 - 3 - 0,25.00%,/decks/alakazam-a2b-sigilyph-a1a?game=POCKET&format=standard&set=A2b
Gengar ex Lucario ex,1,0.01%,1 - 3 - 0,25.00%,/decks/gengar-ex-a1-lucario-ex-a2b?game=POCKET&format=standard&set=A2b
Giratina ex Giratina,1,0.01%,1 - 2 - 1,25.00%,/decks/giratina-ex-a2b-giratina-a2a?game=POCKET&format=standard&set=A2b
Magnezone Farfetch'd,1,0.01%,1 - 3 - 0,25.00%,/decks/magnezone-a2-farfetchd-a1?game=POCKET&format=standard&set=A2b
Paldean Clodsire ex Giratina ex,1,0.01%,1 - 3 - 0,25.00%,/decks/paldean-clodsire-ex-giratina-ex-a2b?game=POCKET&format=standard&set=A2b
Aerodactyl ex,1,0.01%,1 - 3 - 0,25.00%,/decks/aerodactyl-ex-a1a?game=POCKET&format=standard&set=A2b
Dialga ex Gallade ex,1,0.01%,1 - 3 - 0,25.00%,/decks/dialga-ex-gallade-ex-a2?game=POCKET&format=standard&set=A2b
Lapras ex,1,0.01%,1 - 3 - 0,25.00%,/decks/lapras-ex-p-a?game=POCKET&format=standard&set=A2b
Palkia ex Glaceon ex,1,0.01%,1 - 3 - 0,25.00%,/decks/palkia-ex-a2-glaceon-ex-a2a?game=POCKET&format=standard&set=A2b
Bastiodon,1,0.01%,1 - 3 - 0,25.00%,/decks/bastiodon-a2?game=POCKET&format=standard&set=A2b
Leafeon ex Glaceon ex,1,0.01%,1 - 3 - 0,25.00%,/decks/leafeon-ex-glaceon-ex-a2a?game=POCKET&format=standard&set=A2b
Charizard ex Houndoom,1,0.01%,1 - 3 - 0,25.00%,/decks/charizard-ex-a2b-houndoom-a2a?game=POCKET&format=standard&set=A2b
Mewtwo ex Uxie,1,0.01%,1 - 3 - 0,25.00%,/decks/mewtwo-ex-a1-uxie-a2?game=POCKET&format=standard&set=A2b
Gholdengo Kangaskhan,1,0.01%,1 - 4 - 0,20.00%,/decks/gholdengo-a2b-kangaskhan-a1?game=POCKET&format=standard&set=A2b
Leafeon ex Arceus ex,1,0.01%,1 - 4 - 0,20.00%,/decks/leafeon-ex-arceus-ex-a2a?game=POCKET&format=standard&set=A2b
Celebi ex Beedrill ex,1,0.01%,1 - 4 - 0,20.00%,/decks/celebi-ex-a1a-beedrill-ex-a2b?game=POCKET&format=standard&set=A2b
Gyarados Manaphy,1,0.01%,1 - 4 - 0,20.00%,/decks/gyarados-a1-manaphy-a2?game=POCKET&format=standard&set=A2b
Magnezone Tauros,1,0.01%,1 - 4 - 0,20.00%,/decks/magnezone-a2-tauros-a1a?game=POCKET&format=standard&set=A2b
Lucario Gliscor,1,0.01%,1 - 4 - 0,20.00%,/decks/lucario-gliscor-a2?game=POCKET&format=standard&set=A2b
Meowscarada Shiinotic,1,0.01%,1 - 4 - 0,20.00%,/decks/meowscarada-a2b-shiinotic-a1a?game=POCKET&format=standard&set=A2b
Nidoking Nidoqueen,1,0.01%,1 - 4 - 0,20.00%,/decks/nidoking-nidoqueen-a1?game=POCKET&format=standard&set=A2b
Moltres ex Volcarona,1,0.01%,1 - 4 - 0,20.00%,/decks/moltres-ex-a1-volcarona-a1a?game=POCKET&format=standard&set=A2b
Mew ex Darkrai ex,1,0.01%,1 - 4 - 0,20.00%,/decks/mew-ex-a1a-darkrai-ex-a2?game=POCKET&format=standard&set=A2b
Charizard ex Palkia ex,1,0.01%,1 - 4 - 0,20.00%,/decks/charizard-ex-a2b-palkia-ex-a2?game=POCKET&format=standard&set=A2b
Gholdengo Dialga ex,1,0.01%,1 - 4 - 0,20.00%,/decks/gholdengo-a2b-dialga-ex-a2?game=POCKET&format=standard&set=A2b
Cresselia ex Wigglytuff,1,0.01%,1 - 5 - 0,16.67%,/decks/cresselia-ex-p-a-wigglytuff-a2b?game=POCKET&format=standard&set=A2b
Meowscarada Roserade,1,0.01%,0 - 1 - 0,0.00%,/decks/meowscarada-a2b-roserade-a2?game=POCKET&format=standard&set=A2b
Charizard ex Farfetch'd,1,0.01%,0 - 2 - 0,0.00%,/decks/charizard-ex-farfetchd-a1?game=POCKET&format=standard&set=A2b
Celebi ex Carnivine,1,0.01%,0 - 1 - 0,0.00%,/decks/celebi-ex-a1a-carnivine-a2?game=POCKET&format=standard&set=A2b
