Deck,Count,Share,Score,Win_Percentage,Deck_links
Gallade ex Porygon-Z,1,0.01%,3 - 3 - 0,50.00%,/decks/gallade-ex-a2-porygon-z-a4?game=POCKET&format=standard&set=A4
Primarina ex Sylveon ex,1,0.01%,3 - 3 - 0,50.00%,/decks/primarina-ex-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Umbreon ex Naganadel,1,0.01%,3 - 3 - 0,50.00%,/decks/umbreon-ex-a4-naganadel-a3a?game=POCKET&format=standard&set=A4
Sylveon ex Alakazam,1,0.01%,2 - 2 - 0,50.00%,/decks/sylveon-ex-a3b-alakazam-a1?game=POCKET&format=standard&set=A4
Giratina ex Mew ex,1,0.01%,3 - 3 - 0,50.00%,/decks/giratina-ex-a2b-mew-ex-a1a?game=POCKET&format=standard&set=A4
Sylveon ex Gengar,1,0.01%,1 - 1 - 0,50.00%,/decks/sylveon-ex-a3b-gengar-a2a?game=POCKET&format=standard&set=A4
Lanturn ex Arceus ex,1,0.01%,3 - 3 - 0,50.00%,/decks/lanturn-ex-a4-arceus-ex-a2a?game=POCKET&format=standard&set=A4
Magcargo Snorlax,1,0.01%,3 - 3 - 0,50.00%,/decks/magcargo-a4-snorlax-a2a?game=POCKET&format=standard&set=A4
Venusaur ex Decidueye ex,1,0.01%,3 - 3 - 0,50.00%,/decks/venusaur-ex-a1-decidueye-ex-a3?game=POCKET&format=standard&set=A4
Ninetales Rapidash,1,0.01%,1 - 1 - 0,50.00%,/decks/ninetales-a4-rapidash-a1?game=POCKET&format=standard&set=A4
Sylveon ex Alcremie,1,0.01%,3 - 3 - 0,50.00%,/decks/sylveon-ex-alcremie-a3b?game=POCKET&format=standard&set=A4
Snorlax ex Skarmory ex,1,0.01%,1 - 1 - 0,50.00%,/decks/snorlax-ex-a3b-skarmory-ex-a4?game=POCKET&format=standard&set=A4
Palkia ex Manaphy,1,0.01%,3 - 3 - 0,50.00%,/decks/palkia-ex-manaphy-a2?game=POCKET&format=standard&set=A4
Giratina ex Slurpuff,1,0.01%,2 - 2 - 0,50.00%,/decks/giratina-ex-a2b-slurpuff-a3b?game=POCKET&format=standard&set=A4
Incineroar ex Typhlosion,1,0.01%,3 - 3 - 0,50.00%,/decks/incineroar-ex-a3-typhlosion-a4?game=POCKET&format=standard&set=A4
Venusaur ex Sylveon ex,1,0.01%,1 - 1 - 0,50.00%,/decks/venusaur-ex-a1-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Infernape ex Typhlosion,1,0.01%,3 - 3 - 0,50.00%,/decks/infernape-ex-a2-typhlosion-a4?game=POCKET&format=standard&set=A4
Sylveon ex Exeggutor ex,1,0.01%,2 - 2 - 0,50.00%,/decks/sylveon-ex-a3b-exeggutor-ex-a1?game=POCKET&format=standard&set=A4
Skarmory ex Magearna,1,0.01%,2 - 2 - 0,50.00%,/decks/skarmory-ex-a4-magearna-a3?game=POCKET&format=standard&set=A4
Sylveon ex Ho-Oh ex,1,0.01%,2 - 2 - 0,50.00%,/decks/sylveon-ex-a3b-ho-oh-ex-a4?game=POCKET&format=standard&set=A4
Arceus ex Sylveon ex,1,0.01%,1 - 1 - 0,50.00%,/decks/arceus-ex-a2a-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Mismagius ex Slurpuff,1,0.01%,3 - 3 - 0,50.00%,/decks/mismagius-ex-a2-slurpuff-a1a?game=POCKET&format=standard&set=A4
Giratina ex Gardevoir,1,0.01%,3 - 3 - 0,50.00%,/decks/giratina-ex-a2b-gardevoir-a1?game=POCKET&format=standard&set=A4
Tapu Koko ex Galvantula,1,0.01%,2 - 2 - 0,50.00%,/decks/tapu-koko-ex-a3a-galvantula-a3b?game=POCKET&format=standard&set=A4
Garchomp Primeape,1,0.01%,2 - 2 - 0,50.00%,/decks/garchomp-a2-primeape-a1a?game=POCKET&format=standard&set=A4
Sylveon ex Porygon-Z,1,0.01%,3 - 3 - 0,50.00%,/decks/sylveon-ex-a3b-porygon-z-a4?game=POCKET&format=standard&set=A4
Moltres ex Blissey,1,0.01%,1 - 1 - 0,50.00%,/decks/moltres-ex-a1-blissey-a4?game=POCKET&format=standard&set=A4
Sylveon ex Gallade ex,1,0.01%,2 - 2 - 0,50.00%,/decks/sylveon-ex-a3b-gallade-ex-a2?game=POCKET&format=standard&set=A4
Tinkaton ex Mawile,1,0.01%,1 - 1 - 0,50.00%,/decks/tinkaton-ex-a2b-mawile-a1?game=POCKET&format=standard&set=A4
Steelix Giratina ex,1,0.01%,3 - 3 - 0,50.00%,/decks/steelix-a4-giratina-ex-a2b?game=POCKET&format=standard&set=A4
Giratina ex Eevee ex,1,0.01%,5 - 6 - 0,45.45%,/decks/giratina-ex-a2b-eevee-ex-a3b?game=POCKET&format=standard&set=A4
Porygon-Z Pichu,1,0.01%,3 - 4 - 0,42.86%,/decks/porygon-z-a2-pichu-a4?game=POCKET&format=standard&set=A4
Zapdos ex Pikachu ex,1,0.01%,3 - 4 - 0,42.86%,/decks/zapdos-ex-a1-pikachu-ex-a2b?game=POCKET&format=standard&set=A4
Dialga ex Snorlax ex,1,0.01%,3 - 4 - 0,42.86%,/decks/dialga-ex-a2-snorlax-ex-a3b?game=POCKET&format=standard&set=A4
Snorlax Rampardos,1,0.01%,3 - 4 - 0,42.86%,/decks/snorlax-a2a-rampardos-a2?game=POCKET&format=standard&set=A4
Gyarados ex Greninja,1,0.01%,3 - 4 - 0,42.86%,/decks/gyarados-ex-a1a-greninja-a1?game=POCKET&format=standard&set=A4
Silvally Ultra Necrozma ex,1,0.01%,3 - 4 - 0,42.86%,/decks/silvally-a3a-ultra-necrozma-ex-p-a?game=POCKET&format=standard&set=A4
Wishiwashi ex Gyarados,1,0.01%,3 - 4 - 0,42.86%,/decks/wishiwashi-ex-a3-gyarados-a4?game=POCKET&format=standard&set=A4
Rampardos Lucario,1,0.01%,3 - 4 - 0,42.86%,/decks/rampardos-lucario-a2?game=POCKET&format=standard&set=A4
Poliwrath Vaporeon,1,0.01%,3 - 4 - 0,42.86%,/decks/poliwrath-a1-vaporeon-a1a?game=POCKET&format=standard&set=A4
Tapu Koko ex Zeraora,1,0.01%,3 - 4 - 0,42.86%,/decks/tapu-koko-ex-zeraora-a3a?game=POCKET&format=standard&set=A4
Tapu Koko ex,1,0.01%,3 - 4 - 0,42.86%,/decks/tapu-koko-ex-a3a?game=POCKET&format=standard&set=A4
Palkia ex Gyarados ex,1,0.01%,2 - 3 - 0,40.00%,/decks/palkia-ex-a2-gyarados-ex-a1a?game=POCKET&format=standard&set=A4
Umbreon ex Tyranitar,1,0.01%,2 - 3 - 0,40.00%,/decks/umbreon-ex-tyranitar-a4?game=POCKET&format=standard&set=A4
Sylveon ex Vaporeon,1,0.01%,2 - 3 - 0,40.00%,/decks/sylveon-ex-a3b-vaporeon-a1a?game=POCKET&format=standard&set=A4
Tapu Koko ex Pidgeot,1,0.01%,2 - 3 - 0,40.00%,/decks/tapu-koko-ex-a3a-pidgeot-a1?game=POCKET&format=standard&set=A4
Rayquaza ex Manaphy,1,0.01%,2 - 3 - 0,40.00%,/decks/rayquaza-ex-p-a-manaphy-a2?game=POCKET&format=standard&set=A4
Arceus ex Wigglytuff,1,0.01%,2 - 3 - 0,40.00%,/decks/arceus-ex-a2a-wigglytuff-a2b?game=POCKET&format=standard&set=A4
Celebi ex Tsareena,1,0.01%,2 - 3 - 0,40.00%,/decks/celebi-ex-a1a-tsareena-a3?game=POCKET&format=standard&set=A4
Jolteon Pikachu ex,1,0.01%,2 - 3 - 0,40.00%,/decks/jolteon-a3b-pikachu-ex-a2b?game=POCKET&format=standard&set=A4
Arceus ex Zapdos ex,1,0.01%,2 - 3 - 0,40.00%,/decks/arceus-ex-a2a-zapdos-ex-a1?game=POCKET&format=standard&set=A4
Gyarados Psyduck,1,0.01%,2 - 3 - 0,40.00%,/decks/gyarados-a4-psyduck-a1?game=POCKET&format=standard&set=A4
Gyarados Swanna,1,0.01%,2 - 3 - 0,40.00%,/decks/gyarados-swanna-a4?game=POCKET&format=standard&set=A4
Garchomp ex Gallade ex,1,0.01%,2 - 3 - 0,40.00%,/decks/garchomp-ex-a2a-gallade-ex-a2?game=POCKET&format=standard&set=A4
Gardevoir Mewtwo ex,1,0.01%,2 - 3 - 0,40.00%,/decks/gardevoir-mewtwo-ex-a1?game=POCKET&format=standard&set=A4
Porygon-Z Darkrai ex,1,0.01%,2 - 3 - 0,40.00%,/decks/porygon-z-darkrai-ex-a2?game=POCKET&format=standard&set=A4
Greninja Kingdra ex,1,0.01%,2 - 3 - 0,40.00%,/decks/greninja-a1-kingdra-ex-a4?game=POCKET&format=standard&set=A4
Mew ex Ho-Oh ex,1,0.01%,2 - 3 - 0,40.00%,/decks/mew-ex-a1a-ho-oh-ex-a4?game=POCKET&format=standard&set=A4
Pikachu ex Zapdos ex,1,0.01%,2 - 3 - 0,40.00%,/decks/pikachu-ex-a2b-zapdos-ex-a1?game=POCKET&format=standard&set=A4
Magnezone Cleffa,1,0.01%,2 - 3 - 0,40.00%,/decks/magnezone-a2-cleffa-a4?game=POCKET&format=standard&set=A4
Meowscarada Unown,1,0.01%,2 - 3 - 0,40.00%,/decks/meowscarada-a2b-unown-a4?game=POCKET&format=standard&set=A4
Blissey ex Ho-Oh ex,1,0.01%,2 - 3 - 0,40.00%,/decks/blissey-ex-p-a-ho-oh-ex-a4?game=POCKET&format=standard&set=A4
Aerodactyl Rampardos,1,0.01%,2 - 3 - 0,40.00%,/decks/aerodactyl-a1-rampardos-a2?game=POCKET&format=standard&set=A4
Leafeon ex Serperior,1,0.01%,4 - 6 - 0,40.00%,/decks/leafeon-ex-a2a-serperior-a1a?game=POCKET&format=standard&set=A4
Slurpuff Sylveon,1,0.01%,3 - 5 - 0,37.50%,/decks/slurpuff-sylveon-a3b?game=POCKET&format=standard&set=A4
Greninja Sylveon ex,1,0.01%,2 - 3 - 1,33.33%,/decks/greninja-a1-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Kingdra ex Delibird,1,0.01%,1 - 2 - 0,33.33%,/decks/kingdra-ex-delibird-a4?game=POCKET&format=standard&set=A4
Primarina ex Vaporeon,1,0.01%,1 - 2 - 0,33.33%,/decks/primarina-ex-a3b-vaporeon-a1?game=POCKET&format=standard&set=A4
Eevee ex Leafeon ex,1,0.01%,2 - 4 - 0,33.33%,/decks/eevee-ex-a3b-leafeon-ex-a2a?game=POCKET&format=standard&set=A4
Tinkaton ex Solgaleo ex,1,0.01%,1 - 2 - 0,33.33%,/decks/tinkaton-ex-a2b-solgaleo-ex-a3?game=POCKET&format=standard&set=A4
Marowak ex Claydol,1,0.01%,1 - 2 - 0,33.33%,/decks/marowak-ex-a1-claydol-a3a?game=POCKET&format=standard&set=A4
Silvally Celebi ex,1,0.01%,1 - 2 - 0,33.33%,/decks/silvally-a3a-celebi-ex-a1a?game=POCKET&format=standard&set=A4
Toucannon Silvally,1,0.01%,2 - 4 - 0,33.33%,/decks/toucannon-a3-silvally-a3a?game=POCKET&format=standard&set=A4
Tinkaton ex Sylveon ex,1,0.01%,2 - 4 - 0,33.33%,/decks/tinkaton-ex-a2b-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Solgaleo ex Scizor,1,0.01%,2 - 4 - 0,33.33%,/decks/solgaleo-ex-a3-scizor-a4?game=POCKET&format=standard&set=A4
Alolan Raichu ex Jolteon,1,0.01%,2 - 4 - 0,33.33%,/decks/alolan-raichu-ex-a3-jolteon-a3b?game=POCKET&format=standard&set=A4
Infernape ex Silvally,1,0.01%,1 - 2 - 0,33.33%,/decks/infernape-ex-a2-silvally-a3a?game=POCKET&format=standard&set=A4
Ho-Oh ex Dragonite ex,1,0.01%,1 - 2 - 0,33.33%,/decks/ho-oh-ex-a4-dragonite-ex-a3b?game=POCKET&format=standard&set=A4
Arceus ex Stoutland,1,0.01%,1 - 2 - 0,33.33%,/decks/arceus-ex-a2a-stoutland-a3a?game=POCKET&format=standard&set=A4
Pikachu ex Arceus ex,1,0.01%,1 - 2 - 0,33.33%,/decks/pikachu-ex-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A4
Snorlax ex,1,0.01%,1 - 2 - 0,33.33%,/decks/snorlax-ex-a3b?game=POCKET&format=standard&set=A4
Mewtwo ex Swanna,1,0.01%,1 - 2 - 0,33.33%,/decks/mewtwo-ex-a1-swanna-a4?game=POCKET&format=standard&set=A4
Porygon-Z,1,0.01%,2 - 4 - 0,33.33%,/decks/porygon-z-a4?game=POCKET&format=standard&set=A4
Silvally Tapu Lele,1,0.01%,2 - 4 - 0,33.33%,/decks/silvally-a3a-tapu-lele-a3?game=POCKET&format=standard&set=A4
Leafeon ex Buzzwole ex,1,0.01%,1 - 2 - 0,33.33%,/decks/leafeon-ex-a2a-buzzwole-ex-a3a?game=POCKET&format=standard&set=A4
Dragonite ex Charizard ex,1,0.01%,1 - 2 - 0,33.33%,/decks/dragonite-ex-a3b-charizard-ex-a2b?game=POCKET&format=standard&set=A4
Alolan Muk ex Pichu,1,0.01%,1 - 2 - 0,33.33%,/decks/alolan-muk-ex-a3-pichu-a4?game=POCKET&format=standard&set=A4
Meowscarada,1,0.01%,1 - 2 - 0,33.33%,/decks/meowscarada-a2b?game=POCKET&format=standard&set=A4
Mismagius ex Mewtwo ex,1,0.01%,1 - 2 - 0,33.33%,/decks/mismagius-ex-a2-mewtwo-ex-a1?game=POCKET&format=standard&set=A4
Gengar ex Banette,1,0.01%,1 - 2 - 0,33.33%,/decks/gengar-ex-a1-banette-a3?game=POCKET&format=standard&set=A4
Solgaleo ex Cleffa,1,0.01%,1 - 2 - 0,33.33%,/decks/solgaleo-ex-a3-cleffa-a4?game=POCKET&format=standard&set=A4
Giratina ex Sylveon ex,1,0.01%,1 - 2 - 0,33.33%,/decks/giratina-ex-a2b-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Lycanroc ex Lycanroc,1,0.01%,1 - 2 - 0,33.33%,/decks/lycanroc-ex-a3a-lycanroc-a3?game=POCKET&format=standard&set=A4
Primeape Rampardos,1,0.01%,1 - 2 - 0,33.33%,/decks/primeape-a1-rampardos-a2?game=POCKET&format=standard&set=A4
Togekiss Sylveon ex,1,0.01%,2 - 4 - 0,33.33%,/decks/togekiss-a2-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Garchomp Pyukumuku,1,0.01%,1 - 2 - 0,33.33%,/decks/garchomp-a2-pyukumuku-a3?game=POCKET&format=standard&set=A4
Eevee ex Espeon,1,0.01%,1 - 2 - 0,33.33%,/decks/eevee-ex-espeon-a3b?game=POCKET&format=standard&set=A4
Kommo-o,1,0.01%,2 - 4 - 0,33.33%,/decks/kommo-o-a3?game=POCKET&format=standard&set=A4
Sylveon ex Garchomp ex,1,0.01%,1 - 2 - 0,33.33%,/decks/sylveon-ex-a3b-garchomp-ex-a2a?game=POCKET&format=standard&set=A4
Porygon-Z Smeargle,1,0.01%,2 - 4 - 0,33.33%,/decks/porygon-z-smeargle-a4?game=POCKET&format=standard&set=A4
Krookodile Pichu,1,0.01%,2 - 4 - 0,33.33%,/decks/krookodile-a3a-pichu-a4?game=POCKET&format=standard&set=A4
Ho-Oh ex Articuno ex,1,0.01%,1 - 2 - 0,33.33%,/decks/ho-oh-ex-a4-articuno-ex-a1?game=POCKET&format=standard&set=A4
Lucario ex Lucario,1,0.01%,1 - 2 - 0,33.33%,/decks/lucario-ex-a2b-lucario-a2?game=POCKET&format=standard&set=A4
Arceus ex Mew ex,1,0.01%,2 - 4 - 0,33.33%,/decks/arceus-ex-a2a-mew-ex-a1a?game=POCKET&format=standard&set=A4
Primarina ex Qwilfish,1,0.01%,1 - 2 - 0,33.33%,/decks/primarina-ex-a3b-qwilfish-a4?game=POCKET&format=standard&set=A4
Celebi ex Alolan Exeggutor,1,0.01%,1 - 2 - 0,33.33%,/decks/celebi-ex-a1a-alolan-exeggutor-a3?game=POCKET&format=standard&set=A4
Rayquaza ex Tapu Koko ex,1,0.01%,2 - 3 - 1,33.33%,/decks/rayquaza-ex-p-a-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A4
Skarmory ex Sylveon ex,1,0.01%,2 - 4 - 0,33.33%,/decks/skarmory-ex-a4-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Tapu Koko ex Silvally,1,0.01%,3 - 7 - 0,30.00%,/decks/tapu-koko-ex-silvally-a3a?game=POCKET&format=standard&set=A4
Eevee ex Zapdos ex,1,0.01%,2 - 5 - 0,28.57%,/decks/eevee-ex-a3b-zapdos-ex-a1?game=POCKET&format=standard&set=A4
Darkrai ex Weavile ex,1,0.01%,2 - 5 - 0,28.57%,/decks/darkrai-ex-weavile-ex-a2?game=POCKET&format=standard&set=A4
Charizard ex Houndoom,1,0.01%,2 - 4 - 1,28.57%,/decks/charizard-ex-a2b-houndoom-a2a?game=POCKET&format=standard&set=A4
Arcanine ex Eevee ex,1,0.01%,2 - 5 - 0,28.57%,/decks/arcanine-ex-a1-eevee-ex-a3b?game=POCKET&format=standard&set=A4
Dragonite ex Snorlax ex,1,0.01%,2 - 5 - 0,28.57%,/decks/dragonite-ex-snorlax-ex-a3b?game=POCKET&format=standard&set=A4
Sylveon ex Aerodactyl,1,0.01%,1 - 3 - 0,25.00%,/decks/sylveon-ex-a3b-aerodactyl-a1?game=POCKET&format=standard&set=A4
Darkrai ex,1,0.01%,1 - 3 - 0,25.00%,/decks/darkrai-ex-a2?game=POCKET&format=standard&set=A4
Eevee ex Giratina ex,1,0.01%,1 - 3 - 0,25.00%,/decks/eevee-ex-a3b-giratina-ex-a2b?game=POCKET&format=standard&set=A4
Umbreon ex Leafeon ex,1,0.01%,1 - 3 - 0,25.00%,/decks/umbreon-ex-a4-leafeon-ex-a2a?game=POCKET&format=standard&set=A4
Arceus ex Flareon ex,1,0.01%,1 - 3 - 0,25.00%,/decks/arceus-ex-a2a-flareon-ex-a3b?game=POCKET&format=standard&set=A4
Tinkaton ex Skarmory,1,0.01%,1 - 3 - 0,25.00%,/decks/tinkaton-ex-a2b-skarmory-a2?game=POCKET&format=standard&set=A4
Umbreon ex Umbreon,1,0.01%,1 - 3 - 0,25.00%,/decks/umbreon-ex-a4-umbreon-a3b?game=POCKET&format=standard&set=A4
Sylveon ex Musharna,1,0.01%,1 - 3 - 0,25.00%,/decks/sylveon-ex-a3b-musharna-a4?game=POCKET&format=standard&set=A4
Scizor Skarmory,1,0.01%,1 - 3 - 0,25.00%,/decks/scizor-a4-skarmory-a2?game=POCKET&format=standard&set=A4
Greninja Articuno ex,1,0.01%,1 - 3 - 0,25.00%,/decks/greninja-articuno-ex-a1?game=POCKET&format=standard&set=A4
Kingdra ex Crawdaunt,1,0.01%,1 - 3 - 0,25.00%,/decks/kingdra-ex-crawdaunt-a4?game=POCKET&format=standard&set=A4
Blissey ex Blissey,1,0.01%,1 - 3 - 0,25.00%,/decks/blissey-ex-p-a-blissey-a4?game=POCKET&format=standard&set=A4
Alolan Marowak Magby,1,0.01%,1 - 2 - 1,25.00%,/decks/alolan-marowak-a3-magby-a4?game=POCKET&format=standard&set=A4
Primarina ex Starmie ex,1,0.01%,1 - 3 - 0,25.00%,/decks/primarina-ex-a3b-starmie-ex-a1?game=POCKET&format=standard&set=A4
Articuno ex Silvally,1,0.01%,1 - 3 - 0,25.00%,/decks/articuno-ex-a1-silvally-a3a?game=POCKET&format=standard&set=A4
Charizard ex Pichu,1,0.01%,1 - 3 - 0,25.00%,/decks/charizard-ex-a1-pichu-a4?game=POCKET&format=standard&set=A4
Alcremie Cherubi,1,0.01%,1 - 3 - 0,25.00%,/decks/alcremie-a3b-cherubi-a4?game=POCKET&format=standard&set=A4
Yanmega ex Ho-Oh ex,1,0.01%,1 - 3 - 0,25.00%,/decks/yanmega-ex-a2-ho-oh-ex-a4?game=POCKET&format=standard&set=A4
Darkrai ex Greninja,1,0.01%,1 - 3 - 0,25.00%,/decks/darkrai-ex-a2-greninja-a1?game=POCKET&format=standard&set=A4
Rayquaza ex Ho-Oh ex,1,0.01%,1 - 3 - 0,25.00%,/decks/rayquaza-ex-p-a-ho-oh-ex-a4?game=POCKET&format=standard&set=A4
Gallade ex,1,0.01%,1 - 3 - 0,25.00%,/decks/gallade-ex-a2?game=POCKET&format=standard&set=A4
Silvally Pikachu ex,1,0.01%,1 - 3 - 0,25.00%,/decks/silvally-a3a-pikachu-ex-a2b?game=POCKET&format=standard&set=A4
Serperior Leafeon ex,1,0.01%,1 - 3 - 0,25.00%,/decks/serperior-a1a-leafeon-ex-a2a?game=POCKET&format=standard&set=A4
Magnezone Sylveon ex,1,0.01%,1 - 3 - 0,25.00%,/decks/magnezone-a2-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Alolan Exeggutor Aerodactyl,1,0.01%,1 - 3 - 0,25.00%,/decks/alolan-exeggutor-a3-aerodactyl-a1?game=POCKET&format=standard&set=A4
Luxray Zeraora,1,0.01%,1 - 3 - 0,25.00%,/decks/luxray-a2-zeraora-a3a?game=POCKET&format=standard&set=A4
Zapdos ex Ho-Oh ex,1,0.01%,1 - 3 - 0,25.00%,/decks/zapdos-ex-a1-ho-oh-ex-a4?game=POCKET&format=standard&set=A4
Stoutland Mewtwo ex,1,0.01%,1 - 3 - 0,25.00%,/decks/stoutland-a3a-mewtwo-ex-a1?game=POCKET&format=standard&set=A4
Meowscarada Arceus ex,1,0.01%,1 - 3 - 0,25.00%,/decks/meowscarada-a2b-arceus-ex-a2a?game=POCKET&format=standard&set=A4
Gyarados ex Alolan Ninetales,1,0.01%,1 - 3 - 0,25.00%,/decks/gyarados-ex-a1a-alolan-ninetales-a3?game=POCKET&format=standard&set=A4
Beedrill ex Meowscarada,1,0.01%,1 - 4 - 0,20.00%,/decks/beedrill-ex-meowscarada-a2b?game=POCKET&format=standard&set=A4
Flareon ex Paldean Tauros,1,0.01%,1 - 4 - 0,20.00%,/decks/flareon-ex-a3b-paldean-tauros-a2b?game=POCKET&format=standard&set=A4
Infernape ex Sylveon ex,1,0.01%,1 - 4 - 0,20.00%,/decks/infernape-ex-a2-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Magnezone Galvantula,1,0.01%,1 - 4 - 0,20.00%,/decks/magnezone-a2-galvantula-a1a?game=POCKET&format=standard&set=A4
Wormadam Skarmory ex,1,0.01%,1 - 4 - 0,20.00%,/decks/wormadam-a2-skarmory-ex-a4?game=POCKET&format=standard&set=A4
Sylveon ex Jolteon,1,0.01%,1 - 4 - 0,20.00%,/decks/sylveon-ex-jolteon-a3b?game=POCKET&format=standard&set=A4
Sylveon ex Gengar,1,0.01%,1 - 4 - 0,20.00%,/decks/sylveon-ex-a3b-gengar-a1?game=POCKET&format=standard&set=A4
Typhlosion Arceus ex,1,0.01%,1 - 4 - 0,20.00%,/decks/typhlosion-a4-arceus-ex-a2a?game=POCKET&format=standard&set=A4
Blissey ex Dubwool,1,0.01%,1 - 4 - 0,20.00%,/decks/blissey-ex-p-a-dubwool-a1?game=POCKET&format=standard&set=A4
Zapdos ex Oricorio,1,0.01%,1 - 4 - 0,20.00%,/decks/zapdos-ex-a1-oricorio-a3?game=POCKET&format=standard&set=A4
Umbreon ex Crobat ex,1,0.01%,1 - 4 - 0,20.00%,/decks/umbreon-ex-crobat-ex-a4?game=POCKET&format=standard&set=A4
Poliwrath Kingler,1,0.01%,1 - 4 - 0,20.00%,/decks/poliwrath-kingler-a1?game=POCKET&format=standard&set=A4
Crobat ex Weezing,1,0.01%,1 - 4 - 0,20.00%,/decks/crobat-ex-a4-weezing-a1?game=POCKET&format=standard&set=A4
Espeon Togekiss,1,0.01%,1 - 4 - 0,20.00%,/decks/espeon-a3b-togekiss-a2?game=POCKET&format=standard&set=A4
Moltres ex Charizard ex,1,0.01%,1 - 5 - 0,16.67%,/decks/moltres-ex-charizard-ex-a1?game=POCKET&format=standard&set=A4
Arcanine ex Arcanine,1,0.01%,1 - 5 - 0,16.67%,/decks/arcanine-ex-arcanine-a1?game=POCKET&format=standard&set=A4
Scizor Silvally,1,0.01%,1 - 5 - 0,16.67%,/decks/scizor-a4-silvally-a3a?game=POCKET&format=standard&set=A4
Magmortar Arceus ex,1,0.01%,1 - 5 - 0,16.67%,/decks/magmortar-a2b-arceus-ex-a2a?game=POCKET&format=standard&set=A4
Guzzlord ex Sylveon ex,1,0.01%,1 - 5 - 0,16.67%,/decks/guzzlord-ex-a3a-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Mismagius ex Togekiss,1,0.01%,0 - 1 - 0,0.00%,/decks/mismagius-ex-togekiss-a2?game=POCKET&format=standard&set=A4
Nidoqueen Nidoking,1,0.01%,0 - 2 - 0,0.00%,/decks/nidoqueen-nidoking-a1?game=POCKET&format=standard&set=A4
Ho-Oh ex Dusknoir,1,0.01%,0 - 3 - 0,0.00%,/decks/ho-oh-ex-a4-dusknoir-a2?game=POCKET&format=standard&set=A4
Magcargo Cleffa,1,0.01%,0 - 3 - 0,0.00%,/decks/magcargo-cleffa-a4?game=POCKET&format=standard&set=A4
Exeggutor ex Darkrai ex,1,0.01%,0 - 2 - 0,0.00%,/decks/exeggutor-ex-a1-darkrai-ex-a2?game=POCKET&format=standard&set=A4
Charizard ex Charizard,1,0.01%,0 - 2 - 0,0.00%,/decks/charizard-ex-charizard-a1?game=POCKET&format=standard&set=A4
Marowak ex Primeape,1,0.01%,0 - 2 - 0,0.00%,/decks/marowak-ex-a1-primeape-a1a?game=POCKET&format=standard&set=A4
Arceus ex Raichu,1,0.01%,0 - 3 - 0,0.00%,/decks/arceus-ex-raichu-a2a?game=POCKET&format=standard&set=A4
Sylveon ex Charizard ex,1,0.01%,0 - 3 - 0,0.00%,/decks/sylveon-ex-a3b-charizard-ex-a2b?game=POCKET&format=standard&set=A4
Garchomp ex Conkeldurr,1,0.01%,0 - 3 - 0,0.00%,/decks/garchomp-ex-a2a-conkeldurr-a3?game=POCKET&format=standard&set=A4
Charizard ex Wigglytuff,1,0.01%,0 - 2 - 0,0.00%,/decks/charizard-ex-wigglytuff-a2b?game=POCKET&format=standard&set=A4
Glaceon ex Eevee ex,1,0.01%,0 - 1 - 0,0.00%,/decks/glaceon-ex-a2a-eevee-ex-a3b?game=POCKET&format=standard&set=A4
Gyarados ex Sylveon ex,1,0.01%,0 - 2 - 0,0.00%,/decks/gyarados-ex-a1a-sylveon-ex-a3b?game=POCKET&format=standard&set=A4
Gengar,1,0.01%,0 - 2 - 0,0.00%,/decks/gengar-a2a?game=POCKET&format=standard&set=A4
Leafeon ex Glaceon ex,1,0.01%,0 - 2 - 0,0.00%,/decks/leafeon-ex-glaceon-ex-a2a?game=POCKET&format=standard&set=A4
Incineroar ex Magby,1,0.01%,0 - 1 - 0,0.00%,/decks/incineroar-ex-a3-magby-a4?game=POCKET&format=standard&set=A4
Gyarados ex Gyarados,1,0.01%,0 - 2 - 0,0.00%,/decks/gyarados-ex-a1a-gyarados-a1?game=POCKET&format=standard&set=A4
Alolan Golem Pichu,1,0.01%,0 - 3 - 0,0.00%,/decks/alolan-golem-a3-pichu-a4?game=POCKET&format=standard&set=A4
Shuckle ex Exeggutor ex,1,0.01%,0 - 1 - 0,0.00%,/decks/shuckle-ex-a4-exeggutor-ex-a1?game=POCKET&format=standard&set=A4
Sylveon Palossand,1,0.01%,0 - 3 - 0,0.00%,/decks/sylveon-a3b-palossand-a3?game=POCKET&format=standard&set=A4
Solgaleo ex Silvally,1,0.01%,0 - 1 - 0,0.00%,/decks/solgaleo-ex-a3-silvally-a3a?game=POCKET&format=standard&set=A4
Greninja Magby,1,0.01%,0 - 1 - 0,0.00%,/decks/greninja-a1-magby-a4?game=POCKET&format=standard&set=A4
