Deck,Count,Share,Score,Win_Percentage,Deck_links
Tapu Koko ex Oricorio,2,0.01%,11 - 6 - 0,64.71%,/decks/tapu-koko-ex-oricorio-a4b?game=POCKET&format=standard&set=A4a
Espeon ex Giratina ex,2,0.01%,9 - 5 - 0,64.29%,/decks/espeon-ex-a4-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Mewtwo ex,2,0.01%,7 - 4 - 0,63.64%,/decks/mewtwo-ex-a1?game=POCKET&format=standard&set=A4a
Darkrai ex Snorlax ex,2,0.01%,7 - 4 - 0,63.64%,/decks/darkrai-ex-a2-snorlax-ex-a3b?game=POCKET&format=standard&set=A4a
Leafeon ex Celebi ex,2,0.01%,6 - 4 - 0,60.00%,/decks/leafeon-ex-a2a-celebi-ex-a1a?game=POCKET&format=standard&set=A4a
Pikachu ex Zapdos ex,2,0.01%,9 - 6 - 0,60.00%,/decks/pikachu-ex-a2b-zapdos-ex-a1?game=POCKET&format=standard&set=A4a
Buzzwole ex,2,0.01%,6 - 4 - 0,60.00%,/decks/buzzwole-ex-a3a?game=POCKET&format=standard&set=A4a
Alolan Muk ex Igglybuff,2,0.01%,7 - 5 - 0,58.33%,/decks/alolan-muk-ex-a3-igglybuff-a4a?game=POCKET&format=standard&set=A4a
Raichu ex Zeraora,2,0.01%,7 - 5 - 0,58.33%,/decks/raichu-ex-p-a-zeraora-a3a?game=POCKET&format=standard&set=A4a
Primarina ex Pyukumuku,2,0.01%,8 - 6 - 0,57.14%,/decks/primarina-ex-a3b-pyukumuku-a3?game=POCKET&format=standard&set=A4a
Palkia ex,2,0.01%,9 - 6 - 1,56.25%,/decks/palkia-ex-a2?game=POCKET&format=standard&set=A4a
Arcanine ex Moltres ex,2,0.01%,5 - 4 - 0,55.56%,/decks/arcanine-ex-moltres-ex-a1?game=POCKET&format=standard&set=A4a
Gallade ex Rampardos,2,0.01%,5 - 4 - 0,55.56%,/decks/gallade-ex-rampardos-a2?game=POCKET&format=standard&set=A4a
Gyarados ex,2,0.01%,5 - 4 - 0,55.56%,/decks/gyarados-ex-a1a?game=POCKET&format=standard&set=A4a
Primarina ex Entei ex,2,0.01%,6 - 4 - 1,54.55%,/decks/primarina-ex-a3b-entei-ex-a4a?game=POCKET&format=standard&set=A4a
Gallade ex Hitmonlee,2,0.01%,6 - 5 - 0,54.55%,/decks/gallade-ex-a2-hitmonlee-a1?game=POCKET&format=standard&set=A4a
Magby Turtonator,2,0.01%,6 - 5 - 0,54.55%,/decks/magby-a4-turtonator-a3?game=POCKET&format=standard&set=A4a
Lanturn ex Galvantula,2,0.01%,7 - 5 - 1,53.85%,/decks/lanturn-ex-a4-galvantula-a3b?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Magnezone,2,0.01%,7 - 6 - 0,53.85%,/decks/alolan-raichu-ex-a3-magnezone-a2?game=POCKET&format=standard&set=A4a
Gallade ex Smeargle,2,0.01%,8 - 6 - 1,53.33%,/decks/gallade-ex-a2-smeargle-a4?game=POCKET&format=standard&set=A4a
Dragonite ex Zeraora,2,0.01%,6 - 6 - 0,50.00%,/decks/dragonite-ex-a3b-zeraora-a3a?game=POCKET&format=standard&set=A4a
Gallade ex Stoutland,2,0.01%,3 - 3 - 0,50.00%,/decks/gallade-ex-a2-stoutland-a3a?game=POCKET&format=standard&set=A4a
Milotic Suicune ex,2,0.01%,5 - 5 - 0,50.00%,/decks/milotic-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Arceus ex Zeraora,2,0.01%,4 - 4 - 0,50.00%,/decks/arceus-ex-a2a-zeraora-a3a?game=POCKET&format=standard&set=A4a
Gengar ex Gengar,2,0.01%,6 - 5 - 1,50.00%,/decks/gengar-ex-a1-gengar-a2a?game=POCKET&format=standard&set=A4a
Alolan Muk ex Darkrai ex,2,0.01%,4 - 4 - 0,50.00%,/decks/alolan-muk-ex-a3-darkrai-ex-a2?game=POCKET&format=standard&set=A4a
Raichu ex Tapu Koko ex,2,0.01%,7 - 7 - 0,50.00%,/decks/raichu-ex-p-a-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A4a
Tapu Koko ex Silvally,2,0.01%,7 - 7 - 0,50.00%,/decks/tapu-koko-ex-silvally-a3a?game=POCKET&format=standard&set=A4a
Magnezone Arceus ex,2,0.01%,6 - 6 - 0,50.00%,/decks/magnezone-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Beedrill ex Meowscarada,2,0.01%,4 - 4 - 0,50.00%,/decks/beedrill-ex-meowscarada-a2b?game=POCKET&format=standard&set=A4a
Sylveon ex Rampardos,2,0.01%,6 - 6 - 0,50.00%,/decks/sylveon-ex-a3b-rampardos-a2?game=POCKET&format=standard&set=A4a
Charizard ex Sylveon ex,2,0.01%,7 - 7 - 0,50.00%,/decks/charizard-ex-sylveon-ex-a4b?game=POCKET&format=standard&set=A4a
Glaceon ex Palkia ex,2,0.01%,4 - 4 - 0,50.00%,/decks/glaceon-ex-a2a-palkia-ex-a2?game=POCKET&format=standard&set=A4a
Infernape ex,2,0.01%,6 - 6 - 0,50.00%,/decks/infernape-ex-a2?game=POCKET&format=standard&set=A4a
Arceus ex Suicune ex,2,0.01%,3 - 3 - 0,50.00%,/decks/arceus-ex-a2a-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Greninja Mewtwo ex,2,0.01%,6 - 6 - 0,50.00%,/decks/greninja-mewtwo-ex-a1?game=POCKET&format=standard&set=A4a
Espeon ex,2,0.01%,6 - 6 - 1,46.15%,/decks/espeon-ex-a4?game=POCKET&format=standard&set=A4a
Flareon ex Eevee ex,2,0.01%,5 - 6 - 0,45.45%,/decks/flareon-ex-eevee-ex-a4b?game=POCKET&format=standard&set=A4a
Electivire Galvantula,2,0.01%,5 - 6 - 0,45.45%,/decks/electivire-a2-galvantula-a3b?game=POCKET&format=standard&set=A4a
Incineroar ex Salazzle,2,0.01%,5 - 6 - 0,45.45%,/decks/incineroar-ex-salazzle-a3?game=POCKET&format=standard&set=A4a
Eevee ex Espeon ex,2,0.01%,5 - 6 - 0,45.45%,/decks/eevee-ex-a3b-espeon-ex-a4?game=POCKET&format=standard&set=A4a
Electivire Zeraora,2,0.01%,4 - 5 - 0,44.44%,/decks/electivire-a2-zeraora-a3a?game=POCKET&format=standard&set=A4a
Tapu Koko ex Zapdos ex,2,0.01%,4 - 4 - 1,44.44%,/decks/tapu-koko-ex-a3a-zapdos-ex-a1?game=POCKET&format=standard&set=A4a
Porygon-Z Giratina ex,2,0.01%,4 - 5 - 0,44.44%,/decks/porygon-z-a4-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Gallade ex Magnezone,2,0.01%,4 - 5 - 0,44.44%,/decks/gallade-ex-magnezone-a2?game=POCKET&format=standard&set=A4a
Sylveon ex Luxray,2,0.01%,4 - 5 - 0,44.44%,/decks/sylveon-ex-a3b-luxray-a2?game=POCKET&format=standard&set=A4a
Zapdos ex Raikou ex,2,0.01%,3 - 4 - 0,42.86%,/decks/zapdos-ex-a1-raikou-ex-a4a?game=POCKET&format=standard&set=A4a
Donphan ex Lycanroc,2,0.01%,3 - 3 - 1,42.86%,/decks/donphan-ex-a4-lycanroc-a3?game=POCKET&format=standard&set=A4a
Entei ex Charizard ex,2,0.01%,6 - 8 - 0,42.86%,/decks/entei-ex-a4a-charizard-ex-a2b?game=POCKET&format=standard&set=A4a
Tapu Koko ex Pikachu ex,2,0.01%,3 - 4 - 0,42.86%,/decks/tapu-koko-ex-a3a-pikachu-ex-a1?game=POCKET&format=standard&set=A4a
Buzzwole ex Pheromosa,2,0.01%,6 - 6 - 2,42.86%,/decks/buzzwole-ex-pheromosa-a4b?game=POCKET&format=standard&set=A4a
Alolan Golem Pichu,2,0.01%,5 - 6 - 1,41.67%,/decks/alolan-golem-a3-pichu-a4?game=POCKET&format=standard&set=A4a
Venusaur ex,2,0.01%,5 - 7 - 0,41.67%,/decks/venusaur-ex-a1?game=POCKET&format=standard&set=A4a
Rampardos,2,0.01%,5 - 7 - 0,41.67%,/decks/rampardos-a2?game=POCKET&format=standard&set=A4a
Altaria Darkrai ex,2,0.01%,4 - 6 - 0,40.00%,/decks/altaria-a4a-darkrai-ex-a2?game=POCKET&format=standard&set=A4a
Infernape ex Shiinotic,2,0.01%,4 - 6 - 0,40.00%,/decks/infernape-ex-a2-shiinotic-a3a?game=POCKET&format=standard&set=A4a
Primarina ex Palkia ex,2,0.01%,4 - 5 - 1,40.00%,/decks/primarina-ex-a3b-palkia-ex-a2?game=POCKET&format=standard&set=A4a
Dragonite Suicune ex,2,0.01%,4 - 5 - 1,40.00%,/decks/dragonite-a1-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Altaria Drampa,2,0.01%,2 - 3 - 0,40.00%,/decks/altaria-a4a-drampa-a3b?game=POCKET&format=standard&set=A4a
Silvally Meowscarada,2,0.01%,4 - 6 - 0,40.00%,/decks/silvally-a3a-meowscarada-a2b?game=POCKET&format=standard&set=A4a
Espeon ex Mismagius ex,2,0.01%,4 - 6 - 0,40.00%,/decks/espeon-ex-a4-mismagius-ex-a2?game=POCKET&format=standard&set=A4a
Slowking Palkia ex,2,0.01%,4 - 6 - 0,40.00%,/decks/slowking-a4a-palkia-ex-a2?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Oricorio,2,0.01%,2 - 3 - 0,40.00%,/decks/alolan-raichu-ex-oricorio-a3?game=POCKET&format=standard&set=A4a
Raikou ex Ampharos,2,0.01%,5 - 8 - 0,38.46%,/decks/raikou-ex-a4a-ampharos-a4?game=POCKET&format=standard&set=A4a
Greninja Articuno ex,2,0.01%,3 - 5 - 0,37.50%,/decks/greninja-articuno-ex-a1?game=POCKET&format=standard&set=A4a
Sylveon ex Togekiss,2,0.01%,3 - 5 - 0,37.50%,/decks/sylveon-ex-a3b-togekiss-a4?game=POCKET&format=standard&set=A4a
Melmetal Skarmory,2,0.01%,3 - 5 - 0,37.50%,/decks/melmetal-a1-skarmory-a2?game=POCKET&format=standard&set=A4a
Meowscarada Leafeon,2,0.01%,3 - 5 - 0,37.50%,/decks/meowscarada-a2b-leafeon-a2?game=POCKET&format=standard&set=A4a
Poliwrath ex Rampardos,2,0.01%,3 - 5 - 0,37.50%,/decks/poliwrath-ex-a4a-rampardos-a2?game=POCKET&format=standard&set=A4a
Charizard ex Arcanine ex,2,0.01%,4 - 7 - 0,36.36%,/decks/charizard-ex-arcanine-ex-a1?game=POCKET&format=standard&set=A4a
Kabutops Rampardos,2,0.01%,4 - 7 - 0,36.36%,/decks/kabutops-a1-rampardos-a2?game=POCKET&format=standard&set=A4a
Shuckle ex Meowscarada,2,0.01%,4 - 7 - 0,36.36%,/decks/shuckle-ex-a4-meowscarada-a2b?game=POCKET&format=standard&set=A4a
Meowscarada Tyrogue,2,0.01%,4 - 7 - 0,36.36%,/decks/meowscarada-a2b-tyrogue-a4?game=POCKET&format=standard&set=A4a
Porygon-Z Mantyke,2,0.01%,5 - 9 - 0,35.71%,/decks/porygon-z-a2-mantyke-a4a?game=POCKET&format=standard&set=A4a
Suicune ex Omastar,2,0.01%,1 - 2 - 0,33.33%,/decks/suicune-ex-a4a-omastar-a1?game=POCKET&format=standard&set=A4a
Flareon ex Flareon,2,0.01%,2 - 4 - 0,33.33%,/decks/flareon-ex-flareon-a3b?game=POCKET&format=standard&set=A4a
Gallade ex,2,0.01%,2 - 3 - 1,33.33%,/decks/gallade-ex-a2?game=POCKET&format=standard&set=A4a
Starmie ex Milotic,2,0.01%,3 - 5 - 1,33.33%,/decks/starmie-ex-a1-milotic-a4a?game=POCKET&format=standard&set=A4a
Naganadel Nihilego,2,0.01%,2 - 4 - 0,33.33%,/decks/naganadel-nihilego-a3a?game=POCKET&format=standard&set=A4a
Dragonite ex Raikou ex,2,0.01%,3 - 6 - 0,33.33%,/decks/dragonite-ex-a3b-raikou-ex-a4a?game=POCKET&format=standard&set=A4a
Raichu ex Raikou ex,2,0.01%,3 - 6 - 0,33.33%,/decks/raichu-ex-p-a-raikou-ex-a4a?game=POCKET&format=standard&set=A4a
Umbreon Darkrai ex,2,0.01%,2 - 4 - 0,33.33%,/decks/umbreon-a3b-darkrai-ex-a2?game=POCKET&format=standard&set=A4a
Suicune ex Crobat,2,0.01%,3 - 5 - 1,33.33%,/decks/suicune-ex-a4a-crobat-a2a?game=POCKET&format=standard&set=A4a
Suicune ex Feraligatr,2,0.01%,1 - 2 - 0,33.33%,/decks/suicune-ex-a4a-feraligatr-a4?game=POCKET&format=standard&set=A4a
Sylveon ex Lunala ex,2,0.01%,2 - 4 - 0,33.33%,/decks/sylveon-ex-a3b-lunala-ex-a3?game=POCKET&format=standard&set=A4a
Glaceon ex Alolan Raichu ex,2,0.01%,3 - 6 - 0,33.33%,/decks/glaceon-ex-a2a-alolan-raichu-ex-a3?game=POCKET&format=standard&set=A4a
Giratina ex Gardevoir,2,0.01%,2 - 4 - 0,33.33%,/decks/giratina-ex-a2b-gardevoir-a1?game=POCKET&format=standard&set=A4a
Silvally Tapu Koko ex,2,0.01%,3 - 7 - 0,30.00%,/decks/silvally-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A4a
Lanturn ex Zapdos ex,2,0.01%,3 - 6 - 1,30.00%,/decks/lanturn-ex-a4-zapdos-ex-a1?game=POCKET&format=standard&set=A4a
Alakazam Weezing,2,0.01%,3 - 7 - 0,30.00%,/decks/alakazam-weezing-a1?game=POCKET&format=standard&set=A4a
Celebi ex Meowscarada,2,0.01%,3 - 6 - 1,30.00%,/decks/celebi-ex-a1a-meowscarada-a2b?game=POCKET&format=standard&set=A4a
Mismagius ex Sylveon ex,2,0.01%,3 - 7 - 0,30.00%,/decks/mismagius-ex-a2-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Raikou ex Crobat,2,0.01%,3 - 7 - 0,30.00%,/decks/raikou-ex-a4a-crobat-a2a?game=POCKET&format=standard&set=A4a
Lickilicky ex Lickilicky,2,0.01%,3 - 7 - 0,30.00%,/decks/lickilicky-ex-a2-lickilicky-a4a?game=POCKET&format=standard&set=A4a
Infernape ex Magby,2,0.01%,2 - 5 - 0,28.57%,/decks/infernape-ex-a2-magby-a4?game=POCKET&format=standard&set=A4a
Lugia ex Silvally,2,0.01%,2 - 5 - 0,28.57%,/decks/lugia-ex-a4-silvally-a3a?game=POCKET&format=standard&set=A4a
Yanmega ex Raikou ex,2,0.01%,2 - 5 - 0,28.57%,/decks/yanmega-ex-a2-raikou-ex-a4a?game=POCKET&format=standard&set=A4a
Decidueye ex Lurantis,2,0.01%,2 - 5 - 0,28.57%,/decks/decidueye-ex-lurantis-a3?game=POCKET&format=standard&set=A4a
Decidueye ex Suicune ex,2,0.01%,2 - 5 - 0,28.57%,/decks/decidueye-ex-a3-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Beedrill ex,2,0.01%,2 - 5 - 0,28.57%,/decks/beedrill-ex-a2b?game=POCKET&format=standard&set=A4a
Vanilluxe Alcremie,2,0.01%,2 - 5 - 0,28.57%,/decks/vanilluxe-alcremie-a3b?game=POCKET&format=standard&set=A4a
Sylveon ex Giratina ex,2,0.01%,2 - 5 - 0,28.57%,/decks/sylveon-ex-a3b-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Suicune ex Dragonite ex,2,0.01%,2 - 5 - 0,28.57%,/decks/suicune-ex-a4a-dragonite-ex-a3b?game=POCKET&format=standard&set=A4a
Pidgeot ex Dialga ex,2,0.01%,2 - 5 - 0,28.57%,/decks/pidgeot-ex-a1a-dialga-ex-a2?game=POCKET&format=standard&set=A4a
Meowscarada,2,0.01%,2 - 5 - 0,28.57%,/decks/meowscarada-a4b?game=POCKET&format=standard&set=A4a
Meowscarada Celebi ex,2,0.01%,3 - 8 - 0,27.27%,/decks/meowscarada-a2b-celebi-ex-a1a?game=POCKET&format=standard&set=A4a
Arceus ex Magnezone,2,0.01%,1 - 3 - 0,25.00%,/decks/arceus-ex-a2a-magnezone-a2?game=POCKET&format=standard&set=A4a
Aerodactyl ex Primeape,2,0.01%,1 - 3 - 0,25.00%,/decks/aerodactyl-ex-a1a-primeape-a1?game=POCKET&format=standard&set=A4a
Umbreon ex Zoroark,2,0.01%,2 - 6 - 0,25.00%,/decks/umbreon-ex-a4-zoroark-a4a?game=POCKET&format=standard&set=A4a
Alolan Exeggutor Pichu,2,0.01%,1 - 3 - 0,25.00%,/decks/alolan-exeggutor-a3-pichu-a4?game=POCKET&format=standard&set=A4a
Pikachu ex Magnezone,2,0.01%,1 - 3 - 0,25.00%,/decks/pikachu-ex-a2b-magnezone-a2?game=POCKET&format=standard&set=A4a
Magnezone Pikachu ex,2,0.01%,2 - 6 - 0,25.00%,/decks/magnezone-a2-pikachu-ex-a2b?game=POCKET&format=standard&set=A4a
Raikou ex Silvally,2,0.01%,1 - 3 - 0,25.00%,/decks/raikou-ex-a4a-silvally-a3a?game=POCKET&format=standard&set=A4a
Altaria Snorlax ex,2,0.01%,2 - 6 - 0,25.00%,/decks/altaria-a4a-snorlax-ex-a3b?game=POCKET&format=standard&set=A4a
Jumpluff ex Arceus ex,2,0.01%,2 - 6 - 0,25.00%,/decks/jumpluff-ex-a4a-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Pidgeot ex Pidgeot,2,0.01%,1 - 3 - 0,25.00%,/decks/pidgeot-ex-a1a-pidgeot-a1?game=POCKET&format=standard&set=A4a
Lickilicky ex Mantyke,2,0.01%,2 - 7 - 0,22.22%,/decks/lickilicky-ex-a2-mantyke-a4a?game=POCKET&format=standard&set=A4a
Crobat ex Crobat,2,0.01%,2 - 7 - 0,22.22%,/decks/crobat-ex-a4-crobat-a2a?game=POCKET&format=standard&set=A4a
Umbreon ex Giratina ex,2,0.01%,1 - 4 - 0,20.00%,/decks/umbreon-ex-a4-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Lanturn ex Tapu Koko ex,2,0.01%,1 - 4 - 0,20.00%,/decks/lanturn-ex-a4-tapu-koko-ex-a3a?game=POCKET&format=standard&set=A4a
Porygon-Z Pichu,2,0.01%,1 - 4 - 0,20.00%,/decks/porygon-z-a2-pichu-a4?game=POCKET&format=standard&set=A4a
Altaria Druddigon,2,0.01%,1 - 4 - 0,20.00%,/decks/altaria-a4a-druddigon-a1a?game=POCKET&format=standard&set=A4a
Darkrai ex,2,0.01%,1 - 4 - 0,20.00%,/decks/darkrai-ex-a2?game=POCKET&format=standard&set=A4a
Suicune ex Slowking,2,0.01%,1 - 5 - 0,16.67%,/decks/suicune-ex-slowking-a4a?game=POCKET&format=standard&set=A4a
Luxray Galvantula,2,0.01%,1 - 5 - 0,16.67%,/decks/luxray-a2-galvantula-a3b?game=POCKET&format=standard&set=A4a
Tinkaton ex Pichu,2,0.01%,1 - 5 - 0,16.67%,/decks/tinkaton-ex-a2b-pichu-a4?game=POCKET&format=standard&set=A4a
Skarmory ex Melmetal,2,0.01%,1 - 5 - 0,16.67%,/decks/skarmory-ex-a4-melmetal-a1?game=POCKET&format=standard&set=A4a
Gyarados ex Articuno ex,2,0.01%,1 - 5 - 0,16.67%,/decks/gyarados-ex-a1a-articuno-ex-a1?game=POCKET&format=standard&set=A4a
Umbreon ex Greninja,2,0.01%,1 - 5 - 0,16.67%,/decks/umbreon-ex-a4-greninja-a1?game=POCKET&format=standard&set=A4a
Paldean Clodsire ex Naganadel,2,0.01%,1 - 5 - 0,16.67%,/decks/paldean-clodsire-ex-a2b-naganadel-a3a?game=POCKET&format=standard&set=A4a
Silvally Suicune ex,2,0.01%,1 - 5 - 0,16.67%,/decks/silvally-a3a-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Melmetal,2,0.01%,1 - 6 - 0,14.29%,/decks/melmetal-a1?game=POCKET&format=standard&set=A4a
Mew ex Gardevoir,2,0.01%,1 - 6 - 0,14.29%,/decks/mew-ex-a1a-gardevoir-a1?game=POCKET&format=standard&set=A4a
Pikachu ex Pachirisu ex,2,0.01%,1 - 6 - 0,14.29%,/decks/pikachu-ex-a2b-pachirisu-ex-a2?game=POCKET&format=standard&set=A4a
Suicune ex Dusknoir,2,0.01%,1 - 6 - 0,14.29%,/decks/suicune-ex-a4a-dusknoir-a2?game=POCKET&format=standard&set=A4a
Sylveon ex Ampharos,2,0.01%,1 - 6 - 0,14.29%,/decks/sylveon-ex-a3b-ampharos-a4?game=POCKET&format=standard&set=A4a
Boltund Pikachu ex,2,0.01%,1 - 7 - 0,12.50%,/decks/boltund-a4a-pikachu-ex-a2b?game=POCKET&format=standard&set=A4a
Garchomp ex Lucario,2,0.01%,1 - 8 - 0,11.11%,/decks/garchomp-ex-a2a-lucario-a2?game=POCKET&format=standard&set=A4a
Incineroar ex Charizard ex,2,0.01%,1 - 9 - 0,10.00%,/decks/incineroar-ex-a3-charizard-ex-a1?game=POCKET&format=standard&set=A4a
Mamoswine Regirock,2,0.01%,0 - 6 - 0,0.00%,/decks/mamoswine-a4-regirock-a2?game=POCKET&format=standard&set=A4a
Ninetales Rapidash,2,0.01%,0 - 3 - 0,0.00%,/decks/ninetales-a4-rapidash-a1a?game=POCKET&format=standard&set=A4a
Galarian Cursola Latias,2,0.01%,0 - 3 - 0,0.00%,/decks/galarian-cursola-latias-a4a?game=POCKET&format=standard&set=A4a
Gengar,2,0.01%,0 - 1 - 0,0.00%,/decks/gengar-a2a?game=POCKET&format=standard&set=A4a
Dialga ex Gholdengo,2,0.01%,0 - 4 - 0,0.00%,/decks/dialga-ex-a2-gholdengo-a2b?game=POCKET&format=standard&set=A4a
Alolan Exeggutor,2,0.01%,0 - 4 - 0,0.00%,/decks/alolan-exeggutor-a3?game=POCKET&format=standard&set=A4a
Crawdaunt Suicune ex,2,0.01%,0 - 4 - 0,0.00%,/decks/crawdaunt-a4-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Silvally Magby,2,0.01%,0 - 3 - 0,0.00%,/decks/silvally-a3a-magby-a4?game=POCKET&format=standard&set=A4a
Crobat ex Guzzlord ex,2,0.01%,0 - 4 - 0,0.00%,/decks/crobat-ex-a4-guzzlord-ex-a3a?game=POCKET&format=standard&set=A4a
Leafeon ex Aerodactyl ex,2,0.01%,0 - 4 - 0,0.00%,/decks/leafeon-ex-a2a-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A4a
Decidueye ex Swanna,2,0.01%,0 - 4 - 0,0.00%,/decks/decidueye-ex-a3-swanna-a4?game=POCKET&format=standard&set=A4a
Lickilicky ex Dialga ex,2,0.01%,0 - 7 - 0,0.00%,/decks/lickilicky-ex-dialga-ex-a2?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Sylveon ex,2,0.01%,0 - 3 - 0,0.00%,/decks/alolan-raichu-ex-a3-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Blastoise ex Lapras,2,0.01%,0 - 3 - 0,0.00%,/decks/blastoise-ex-lapras-a1?game=POCKET&format=standard&set=A4a
Steelix Mantyke,1,0.01%,7 - 2 - 0,77.78%,/decks/steelix-a4-mantyke-a4a?game=POCKET&format=standard&set=A4a
Palkia ex Gyarados ex,1,0.01%,6 - 2 - 0,75.00%,/decks/palkia-ex-a2-gyarados-ex-a1a?game=POCKET&format=standard&set=A4a
Charizard ex Flareon ex,1,0.01%,6 - 2 - 0,75.00%,/decks/charizard-ex-a2b-flareon-ex-a3b?game=POCKET&format=standard&set=A4a
Hypno Melmetal,1,0.01%,6 - 2 - 0,75.00%,/decks/hypno-melmetal-a1?game=POCKET&format=standard&set=A4a
Flareon ex Turtonator,1,0.01%,3 - 1 - 0,75.00%,/decks/flareon-ex-a3b-turtonator-a3?game=POCKET&format=standard&set=A4a
Jumpluff Snorlax,1,0.01%,6 - 1 - 1,75.00%,/decks/jumpluff-a4-snorlax-a2a?game=POCKET&format=standard&set=A4a
Espeon ex Gardevoir,1,0.01%,3 - 1 - 0,75.00%,/decks/espeon-ex-a4-gardevoir-a1?game=POCKET&format=standard&set=A4a
Exeggutor ex Mew ex,1,0.01%,3 - 1 - 0,75.00%,/decks/exeggutor-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A4a
Silvally Zeraora,1,0.01%,6 - 2 - 0,75.00%,/decks/silvally-zeraora-a4b?game=POCKET&format=standard&set=A4a
Mewtwo ex Gardevoir,1,0.01%,6 - 2 - 0,75.00%,/decks/mewtwo-ex-a1-gardevoir-a3b?game=POCKET&format=standard&set=A4a
Dugtrio Rampardos,1,0.01%,5 - 2 - 0,71.43%,/decks/dugtrio-a4a-rampardos-a2?game=POCKET&format=standard&set=A4a
Suicune ex Palkia ex,1,0.01%,5 - 2 - 0,71.43%,/decks/suicune-ex-a4a-palkia-ex-a4b?game=POCKET&format=standard&set=A4a
Guzzlord ex Umbreon,1,0.01%,5 - 2 - 0,71.43%,/decks/guzzlord-ex-a3a-umbreon-a3b?game=POCKET&format=standard&set=A4a
Articuno ex Omastar,1,0.01%,5 - 2 - 0,71.43%,/decks/articuno-ex-omastar-a1?game=POCKET&format=standard&set=A4a
Eevee ex Guzzlord ex,1,0.01%,2 - 1 - 0,66.67%,/decks/eevee-ex-a3b-guzzlord-ex-a3a?game=POCKET&format=standard&set=A4a
Rampardos Cleffa,1,0.01%,2 - 1 - 0,66.67%,/decks/rampardos-a2-cleffa-a4?game=POCKET&format=standard&set=A4a
Rampardos Lucario,1,0.01%,4 - 2 - 0,66.67%,/decks/rampardos-lucario-a2?game=POCKET&format=standard&set=A4a
Lycanroc ex Pichu,1,0.01%,4 - 2 - 0,66.67%,/decks/lycanroc-ex-a3a-pichu-a4?game=POCKET&format=standard&set=A4a
Pawmot Zangoose,1,0.01%,6 - 2 - 1,66.67%,/decks/pawmot-a2b-zangoose-a4a?game=POCKET&format=standard&set=A4a
Entei ex Blissey,1,0.01%,6 - 3 - 0,66.67%,/decks/entei-ex-a4a-blissey-a4?game=POCKET&format=standard&set=A4a
Skarmory ex Wigglytuff,1,0.01%,6 - 2 - 1,66.67%,/decks/skarmory-ex-a4b-wigglytuff-a2b?game=POCKET&format=standard&set=A4a
Arbok Weezing,1,0.01%,2 - 1 - 0,66.67%,/decks/arbok-weezing-a1?game=POCKET&format=standard&set=A4a
Melmetal Alolan Dugtrio,1,0.01%,4 - 2 - 0,66.67%,/decks/melmetal-a1-alolan-dugtrio-a3?game=POCKET&format=standard&set=A4a
Flareon ex Magby,1,0.01%,4 - 2 - 0,66.67%,/decks/flareon-ex-a3b-magby-a4?game=POCKET&format=standard&set=A4a
Magnezone Hitmonlee,1,0.01%,4 - 2 - 0,66.67%,/decks/magnezone-a2-hitmonlee-a1?game=POCKET&format=standard&set=A4a
Donphan ex Bibarel ex,1,0.01%,2 - 1 - 0,66.67%,/decks/donphan-ex-a4-bibarel-ex-a2b?game=POCKET&format=standard&set=A4a
Gyarados ex Silvally,1,0.01%,4 - 2 - 0,66.67%,/decks/gyarados-ex-a1a-silvally-a3a?game=POCKET&format=standard&set=A4a
Porygon-Z Stoutland,1,0.01%,4 - 2 - 0,66.67%,/decks/porygon-z-a4-stoutland-a3a?game=POCKET&format=standard&set=A4a
Pidgeot ex Banette,1,0.01%,5 - 3 - 0,62.50%,/decks/pidgeot-ex-a1a-banette-a3?game=POCKET&format=standard&set=A4a
Dragonite ex Oricorio,1,0.01%,5 - 3 - 0,62.50%,/decks/dragonite-ex-a3b-oricorio-a3?game=POCKET&format=standard&set=A4a
Tyranitar Snorlax,1,0.01%,5 - 2 - 1,62.50%,/decks/tyranitar-a4-snorlax-a2a?game=POCKET&format=standard&set=A4a
Entei ex Infernape ex,1,0.01%,5 - 3 - 0,62.50%,/decks/entei-ex-a4a-infernape-ex-a2?game=POCKET&format=standard&set=A4a
