Deck,Count,Share,Score,Win_Percentage,Deck_links
Infernape ex Chatot,4,0.01%,6 - 8 - 0,42.86%,/decks/infernape-ex-a2-chatot-a1a?game=POCKET&format=standard&set=A2a
Starmie ex Yanmega ex,4,0.01%,8 - 10 - 1,42.11%,/decks/starmie-ex-a1-yanmega-ex-a2?game=POCKET&format=standard&set=A2a
Palkia ex Mamoswine,4,0.01%,9 - 13 - 0,40.91%,/decks/palkia-ex-mamoswine-a2?game=POCKET&format=standard&set=A2a
Gallade ex Chatot,4,0.01%,11 - 16 - 0,40.74%,/decks/gallade-ex-a2-chatot-a1a?game=POCKET&format=standard&set=A2a
Arceus ex Victreebel,4,0.01%,6 - 9 - 0,40.00%,/decks/arceus-ex-a2a-victreebel-a1?game=POCKET&format=standard&set=A2a
Palkia ex Empoleon,4,0.01%,6 - 10 - 0,37.50%,/decks/palkia-ex-empoleon-a2?game=POCKET&format=standard&set=A2a
Staraptor Sigilyph,4,0.01%,6 - 10 - 0,37.50%,/decks/staraptor-a2a-sigilyph-a1a?game=POCKET&format=standard&set=A2a
Magnezone Palkia ex,4,0.01%,6 - 10 - 0,37.50%,/decks/magnezone-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Exeggutor ex Butterfree,4,0.01%,8 - 14 - 0,36.36%,/decks/exeggutor-ex-butterfree-a1?game=POCKET&format=standard&set=A2a
Sandslash Lucario,4,0.01%,6 - 11 - 0,35.29%,/decks/sandslash-a1-lucario-a2?game=POCKET&format=standard&set=A2a
Starmie ex Lumineon,4,0.01%,7 - 13 - 0,35.00%,/decks/starmie-ex-a1-lumineon-a1a?game=POCKET&format=standard&set=A2a
Articuno ex Vaporeon,4,0.01%,4 - 8 - 0,33.33%,/decks/articuno-ex-a1-vaporeon-a1a?game=POCKET&format=standard&set=A2a
Gyarados ex Mew ex,4,0.01%,6 - 12 - 0,33.33%,/decks/gyarados-ex-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Articuno ex Mew ex,4,0.01%,6 - 12 - 0,33.33%,/decks/articuno-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Staraptor Leafeon ex,4,0.01%,6 - 13 - 0,31.58%,/decks/staraptor-a2-leafeon-ex-a2a?game=POCKET&format=standard&set=A2a
Pidgeot ex Primeape,4,0.01%,5 - 11 - 0,31.25%,/decks/pidgeot-ex-a1a-primeape-a1?game=POCKET&format=standard&set=A2a
Mew ex Alakazam,4,0.01%,4 - 9 - 0,30.77%,/decks/mew-ex-a1a-alakazam-a1?game=POCKET&format=standard&set=A2a
Gallade ex Primeape,4,0.01%,6 - 14 - 0,30.00%,/decks/gallade-ex-a2-primeape-a1a?game=POCKET&format=standard&set=A2a
Tyranitar Druddigon,4,0.01%,5 - 11 - 1,29.41%,/decks/tyranitar-a2a-druddigon-a1a?game=POCKET&format=standard&set=A2a
Greninja Tauros,4,0.01%,5 - 12 - 0,29.41%,/decks/greninja-a1-tauros-a1a?game=POCKET&format=standard&set=A2a
Scolipede Weezing,4,0.01%,3 - 8 - 0,27.27%,/decks/scolipede-a1a-weezing-a1?game=POCKET&format=standard&set=A2a
Weavile ex Arceus ex,4,0.01%,3 - 8 - 0,27.27%,/decks/weavile-ex-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Golduck Lapras ex,4,0.01%,4 - 12 - 0,25.00%,/decks/golduck-a1-lapras-ex-p-a?game=POCKET&format=standard&set=A2a
Pidgeot ex Articuno ex,4,0.01%,4 - 12 - 0,25.00%,/decks/pidgeot-ex-a1a-articuno-ex-a1?game=POCKET&format=standard&set=A2a
Serperior Exeggutor ex,4,0.01%,2 - 7 - 0,22.22%,/decks/serperior-a1a-exeggutor-ex-a1?game=POCKET&format=standard&set=A2a
Glaceon ex Mew ex,4,0.01%,2 - 7 - 0,22.22%,/decks/glaceon-ex-a2a-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Starmie ex Mew ex,4,0.01%,2 - 8 - 0,20.00%,/decks/starmie-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Garchomp ex Farfetch'd,4,0.01%,3 - 12 - 0,20.00%,/decks/garchomp-ex-a2a-farfetchd-a1?game=POCKET&format=standard&set=A2a
Venusaur ex,4,0.01%,2 - 9 - 0,18.18%,/decks/venusaur-ex-a1?game=POCKET&format=standard&set=A2a
Dialga ex Snorlax,4,0.01%,2 - 10 - 0,16.67%,/decks/dialga-ex-a2-snorlax-a2a?game=POCKET&format=standard&set=A2a
Dugtrio Primeape,4,0.01%,2 - 11 - 0,15.38%,/decks/dugtrio-a1-primeape-a1a?game=POCKET&format=standard&set=A2a
Gyarados ex Golduck,4,0.01%,1 - 7 - 0,12.50%,/decks/gyarados-ex-a1a-golduck-a1?game=POCKET&format=standard&set=A2a
Gyarados ex Chatot,4,0.01%,1 - 7 - 0,12.50%,/decks/gyarados-ex-chatot-a1a?game=POCKET&format=standard&set=A2a
Alakazam Druddigon,4,0.01%,1 - 8 - 0,11.11%,/decks/alakazam-a1-druddigon-a1a?game=POCKET&format=standard&set=A2a
Mewtwo ex Mew ex,4,0.01%,1 - 10 - 1,8.33%,/decks/mewtwo-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Darkrai ex Nidoking,4,0.01%,0 - 13 - 0,0.00%,/decks/darkrai-ex-a2-nidoking-a1?game=POCKET&format=standard&set=A2a
Dragonite,4,0.01%,0 - 8 - 0,0.00%,/decks/dragonite-a1?game=POCKET&format=standard&set=A2a
Greninja Marshadow,3,0.01%,10 - 6 - 0,62.50%,/decks/greninja-a1-marshadow-a1a?game=POCKET&format=standard&set=A2a
Poliwrath Palkia ex,3,0.01%,13 - 9 - 0,59.09%,/decks/poliwrath-a1-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Starmie ex Origin Forme Palkia,3,0.01%,7 - 5 - 0,58.33%,/decks/starmie-ex-a1-origin-forme-palkia-a2a?game=POCKET&format=standard&set=A2a
Arceus ex Pidgeot,3,0.01%,12 - 9 - 0,57.14%,/decks/arceus-ex-a2a-pidgeot-a1?game=POCKET&format=standard&set=A2a
Palkia ex Glaceon,3,0.01%,11 - 9 - 0,55.00%,/decks/palkia-ex-glaceon-a2?game=POCKET&format=standard&set=A2a
Greninja Gyarados ex,3,0.01%,11 - 9 - 0,55.00%,/decks/greninja-a1-gyarados-ex-a1a?game=POCKET&format=standard&set=A2a
Arceus ex Wash Rotom,3,0.01%,6 - 5 - 0,54.55%,/decks/arceus-ex-a2a-wash-rotom-a2?game=POCKET&format=standard&set=A2a
Lucario Hitmonchan,3,0.01%,7 - 6 - 0,53.85%,/decks/lucario-a2-hitmonchan-a1?game=POCKET&format=standard&set=A2a
Starmie ex Tentacruel,3,0.01%,9 - 8 - 0,52.94%,/decks/starmie-ex-tentacruel-a1?game=POCKET&format=standard&set=A2a
Lucario Arceus ex,3,0.01%,8 - 8 - 0,50.00%,/decks/lucario-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Pachirisu ex Electivire,3,0.01%,5 - 5 - 0,50.00%,/decks/pachirisu-ex-electivire-a2?game=POCKET&format=standard&set=A2a
Starmie ex Blastoise ex,3,0.01%,6 - 6 - 0,50.00%,/decks/starmie-ex-blastoise-ex-a1?game=POCKET&format=standard&set=A2a
Exeggutor ex Greninja,3,0.01%,6 - 6 - 0,50.00%,/decks/exeggutor-ex-greninja-a1?game=POCKET&format=standard&set=A2a
Gastrodon Palkia ex,3,0.01%,6 - 6 - 0,50.00%,/decks/gastrodon-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Staraptor Skarmory,3,0.01%,6 - 6 - 0,50.00%,/decks/staraptor-skarmory-a2?game=POCKET&format=standard&set=A2a
Mew ex Garchomp,3,0.01%,5 - 5 - 0,50.00%,/decks/mew-ex-a1a-garchomp-a2?game=POCKET&format=standard&set=A2a
Garchomp Arceus ex,3,0.01%,10 - 11 - 0,47.62%,/decks/garchomp-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Machamp ex Garchomp ex,3,0.01%,6 - 7 - 0,46.15%,/decks/machamp-ex-a1-garchomp-ex-a2a?game=POCKET&format=standard&set=A2a
Gyarados ex Lumineon,3,0.01%,5 - 6 - 0,45.45%,/decks/gyarados-ex-lumineon-a1a?game=POCKET&format=standard&set=A2a
Garchomp Spiritomb,3,0.01%,4 - 5 - 0,44.44%,/decks/garchomp-spiritomb-a2?game=POCKET&format=standard&set=A2a
Exeggutor ex Venusaur ex,3,0.01%,7 - 9 - 0,43.75%,/decks/exeggutor-ex-venusaur-ex-a1?game=POCKET&format=standard&set=A2a
Kabutops Donphan,3,0.01%,7 - 9 - 0,43.75%,/decks/kabutops-a1-donphan-a2a?game=POCKET&format=standard&set=A2a
Palkia ex Articuno,3,0.01%,6 - 8 - 0,42.86%,/decks/palkia-ex-a2-articuno-a1?game=POCKET&format=standard&set=A2a
Exeggutor ex Heracross,3,0.01%,6 - 8 - 0,42.86%,/decks/exeggutor-ex-a1-heracross-a2a?game=POCKET&format=standard&set=A2a
Magnezone Pachirisu ex,3,0.01%,5 - 7 - 0,41.67%,/decks/magnezone-pachirisu-ex-a2?game=POCKET&format=standard&set=A2a
Arceus ex Leafeon,3,0.01%,7 - 10 - 0,41.18%,/decks/arceus-ex-a2a-leafeon-a2?game=POCKET&format=standard&set=A2a
Hitmonlee Bidoof,3,0.01%,6 - 9 - 0,40.00%,/decks/hitmonlee-a1-bidoof-a2?game=POCKET&format=standard&set=A2a
Crobat Weavile ex,3,0.01%,6 - 8 - 1,40.00%,/decks/crobat-a2a-weavile-ex-a2?game=POCKET&format=standard&set=A2a
Golem Regirock,3,0.01%,6 - 9 - 0,40.00%,/decks/golem-a1a-regirock-a2?game=POCKET&format=standard&set=A2a
Mismagius ex Magnezone,3,0.01%,4 - 5 - 1,40.00%,/decks/mismagius-ex-magnezone-a2?game=POCKET&format=standard&set=A2a
Zapdos ex,3,0.01%,7 - 11 - 0,38.89%,/decks/zapdos-ex-a1?game=POCKET&format=standard&set=A2a
Gallade ex Mew ex,3,0.01%,5 - 7 - 1,38.46%,/decks/gallade-ex-a2-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Serperior Celebi ex,3,0.01%,5 - 8 - 0,38.46%,/decks/serperior-celebi-ex-a1a?game=POCKET&format=standard&set=A2a
Arceus ex Probopass ex,3,0.01%,5 - 8 - 0,38.46%,/decks/arceus-ex-probopass-ex-a2a?game=POCKET&format=standard&set=A2a
Infernape ex Rapidash,3,0.01%,5 - 8 - 0,38.46%,/decks/infernape-ex-a2-rapidash-a1a?game=POCKET&format=standard&set=A2a
Garchomp ex Mew ex,3,0.01%,4 - 7 - 0,36.36%,/decks/garchomp-ex-a2a-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Infernape ex Mew ex,3,0.01%,4 - 7 - 0,36.36%,/decks/infernape-ex-a2-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Marowak ex Sudowoodo,3,0.01%,5 - 9 - 0,35.71%,/decks/marowak-ex-a1-sudowoodo-a2a?game=POCKET&format=standard&set=A2a
Infernape ex Rotom,3,0.01%,5 - 9 - 0,35.71%,/decks/infernape-ex-a2-rotom-a2a?game=POCKET&format=standard&set=A2a
Gyarados ex Magnezone,3,0.01%,4 - 8 - 0,33.33%,/decks/gyarados-ex-a1a-magnezone-a2?game=POCKET&format=standard&set=A2a
Alakazam Beheeyem,3,0.01%,4 - 8 - 0,33.33%,/decks/alakazam-a1-beheeyem-a1a?game=POCKET&format=standard&set=A2a
Exeggutor ex Vespiquen,3,0.01%,4 - 8 - 0,33.33%,/decks/exeggutor-ex-a1-vespiquen-a2a?game=POCKET&format=standard&set=A2a
Yanmega ex Magnezone,3,0.01%,4 - 8 - 0,33.33%,/decks/yanmega-ex-magnezone-a2?game=POCKET&format=standard&set=A2a
Rampardos Kangaskhan,3,0.01%,4 - 8 - 0,33.33%,/decks/rampardos-a2-kangaskhan-a1?game=POCKET&format=standard&set=A2a
Exeggutor ex Palkia ex,3,0.01%,4 - 8 - 0,33.33%,/decks/exeggutor-ex-a1-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Garchomp ex Primeape,3,0.01%,3 - 6 - 0,33.33%,/decks/garchomp-ex-a2a-primeape-a1?game=POCKET&format=standard&set=A2a
Arceus ex Tentacruel,3,0.01%,3 - 6 - 0,33.33%,/decks/arceus-ex-a2a-tentacruel-a1?game=POCKET&format=standard&set=A2a
Magnezone Leafeon ex,3,0.01%,4 - 9 - 0,30.77%,/decks/magnezone-a2-leafeon-ex-a2a?game=POCKET&format=standard&set=A2a
Bastiodon Dialga ex,3,0.01%,4 - 9 - 0,30.77%,/decks/bastiodon-dialga-ex-a2?game=POCKET&format=standard&set=A2a
Aerodactyl ex Kabutops,3,0.01%,4 - 9 - 0,30.77%,/decks/aerodactyl-ex-a1a-kabutops-a1?game=POCKET&format=standard&set=A2a
Togekiss Snorlax,3,0.01%,3 - 7 - 0,30.00%,/decks/togekiss-a2-snorlax-a2a?game=POCKET&format=standard&set=A2a
Donphan Lucario,3,0.01%,3 - 7 - 0,30.00%,/decks/donphan-a2a-lucario-a2?game=POCKET&format=standard&set=A2a
Greninja Heatran,3,0.01%,3 - 7 - 0,30.00%,/decks/greninja-a1-heatran-a2a?game=POCKET&format=standard&set=A2a
Marowak ex,3,0.01%,3 - 7 - 0,30.00%,/decks/marowak-ex-a1?game=POCKET&format=standard&set=A2a
Togekiss Giratina,3,0.01%,3 - 8 - 0,27.27%,/decks/togekiss-giratina-a2?game=POCKET&format=standard&set=A2a
Glaceon ex Origin Forme Palkia,3,0.01%,3 - 7 - 1,27.27%,/decks/glaceon-ex-origin-forme-palkia-a2a?game=POCKET&format=standard&set=A2a
Wigglytuff ex Frosmoth,3,0.01%,3 - 8 - 0,27.27%,/decks/wigglytuff-ex-frosmoth-a1?game=POCKET&format=standard&set=A2a
Dialga ex Purugly,3,0.01%,2 - 6 - 0,25.00%,/decks/dialga-ex-purugly-a2?game=POCKET&format=standard&set=A2a
Zapdos ex Luxray,3,0.01%,3 - 9 - 0,25.00%,/decks/zapdos-ex-a1-luxray-a2?game=POCKET&format=standard&set=A2a
Lucario Marshadow,3,0.01%,3 - 9 - 0,25.00%,/decks/lucario-a2-marshadow-a1a?game=POCKET&format=standard&set=A2a
Garchomp Medicham,3,0.01%,3 - 10 - 0,23.08%,/decks/garchomp-a2-medicham-a2a?game=POCKET&format=standard&set=A2a
Palkia ex Dragonite,3,0.01%,2 - 7 - 0,22.22%,/decks/palkia-ex-a2-dragonite-a1?game=POCKET&format=standard&set=A2a
Charizard ex Arceus ex,3,0.01%,2 - 8 - 0,20.00%,/decks/charizard-ex-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Blastoise ex Snorlax,3,0.01%,2 - 8 - 0,20.00%,/decks/blastoise-ex-snorlax-a1?game=POCKET&format=standard&set=A2a
Articuno ex Origin Forme Palkia,3,0.01%,2 - 8 - 0,20.00%,/decks/articuno-ex-a1-origin-forme-palkia-a2a?game=POCKET&format=standard&set=A2a
Pidgeot ex Sudowoodo,3,0.01%,1 - 4 - 0,20.00%,/decks/pidgeot-ex-a1a-sudowoodo-a2a?game=POCKET&format=standard&set=A2a
Serperior Exeggutor,3,0.01%,2 - 8 - 0,20.00%,/decks/serperior-exeggutor-a1a?game=POCKET&format=standard&set=A2a
Moltres ex Charizard,3,0.01%,1 - 4 - 0,20.00%,/decks/moltres-ex-charizard-a1?game=POCKET&format=standard&set=A2a
Pidgeot ex Manaphy,3,0.01%,2 - 9 - 0,18.18%,/decks/pidgeot-ex-a1a-manaphy-a2?game=POCKET&format=standard&set=A2a
Dragonite Snorlax,3,0.01%,2 - 9 - 0,18.18%,/decks/dragonite-a1-snorlax-a2a?game=POCKET&format=standard&set=A2a
Glaceon ex Manaphy,3,0.01%,2 - 9 - 0,18.18%,/decks/glaceon-ex-a2a-manaphy-a2?game=POCKET&format=standard&set=A2a
Alakazam Clefable,3,0.01%,2 - 9 - 0,18.18%,/decks/alakazam-clefable-a1?game=POCKET&format=standard&set=A2a
Alakazam Arceus ex,3,0.01%,1 - 5 - 0,16.67%,/decks/alakazam-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Leafeon ex Tangrowth,3,0.01%,1 - 5 - 0,16.67%,/decks/leafeon-ex-a2a-tangrowth-a2?game=POCKET&format=standard&set=A2a
Raichu Arceus ex,3,0.01%,1 - 6 - 0,14.29%,/decks/raichu-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Exeggutor ex,3,0.01%,1 - 6 - 0,14.29%,/decks/exeggutor-ex-a1?game=POCKET&format=standard&set=A2a
Staraptor Heatran,3,0.01%,1 - 6 - 1,12.50%,/decks/staraptor-heatran-a2a?game=POCKET&format=standard&set=A2a
Magnezone Kangaskhan,3,0.01%,1 - 7 - 0,12.50%,/decks/magnezone-a2-kangaskhan-a1?game=POCKET&format=standard&set=A2a
Darkrai ex Druddigon,3,0.01%,1 - 7 - 0,12.50%,/decks/darkrai-ex-a2-druddigon-a1a?game=POCKET&format=standard&set=A2a
Victreebel Vespiquen,3,0.01%,1 - 8 - 0,11.11%,/decks/victreebel-a1-vespiquen-a2?game=POCKET&format=standard&set=A2a
Greninja Articuno ex,3,0.01%,0 - 7 - 0,0.00%,/decks/greninja-articuno-ex-a1?game=POCKET&format=standard&set=A2a
Darkrai ex Shaymin,3,0.01%,0 - 4 - 0,0.00%,/decks/darkrai-ex-shaymin-a2?game=POCKET&format=standard&set=A2a
Abomasnow Arceus ex,3,0.01%,0 - 7 - 0,0.00%,/decks/abomasnow-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Arceus ex Weezing,3,0.01%,0 - 4 - 0,0.00%,/decks/arceus-ex-a2a-weezing-a1?game=POCKET&format=standard&set=A2a
Aerodactyl ex Victreebel,3,0.01%,0 - 4 - 0,0.00%,/decks/aerodactyl-ex-a1a-victreebel-a1?game=POCKET&format=standard&set=A2a
Garchomp Sudowoodo,3,0.01%,0 - 6 - 0,0.00%,/decks/garchomp-a2-sudowoodo-a2a?game=POCKET&format=standard&set=A2a
Magnezone Skarmory,3,0.01%,0 - 6 - 0,0.00%,/decks/magnezone-a2a-skarmory-a2?game=POCKET&format=standard&set=A2a
Snorlax Spiritomb,3,0.01%,0 - 7 - 0,0.00%,/decks/snorlax-a2a-spiritomb-a2?game=POCKET&format=standard&set=A2a
Celebi ex Arceus ex,3,0.01%,0 - 6 - 0,0.00%,/decks/celebi-ex-a1a-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Tangrowth Shaymin,2,0.01%,2 - 1 - 0,66.67%,/decks/tangrowth-shaymin-a2?game=POCKET&format=standard&set=A2a
Marowak ex Primeape,2,0.01%,12 - 6 - 0,66.67%,/decks/marowak-ex-primeape-a1?game=POCKET&format=standard&set=A2a
Leafeon ex Leafeon,2,0.01%,6 - 3 - 0,66.67%,/decks/leafeon-ex-a2a-leafeon-a2?game=POCKET&format=standard&set=A2a
Yanmega ex Articuno ex,2,0.01%,7 - 4 - 0,63.64%,/decks/yanmega-ex-a2-articuno-ex-a1?game=POCKET&format=standard&set=A2a
Primeape Mew ex,2,0.01%,8 - 5 - 0,61.54%,/decks/primeape-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Weavile ex Yanmega ex,2,0.01%,3 - 2 - 0,60.00%,/decks/weavile-ex-yanmega-ex-a2?game=POCKET&format=standard&set=A2a
Garchomp Manaphy,2,0.01%,7 - 4 - 1,58.33%,/decks/garchomp-manaphy-a2?game=POCKET&format=standard&set=A2a
Magnezone Rapidash,2,0.01%,7 - 5 - 0,58.33%,/decks/magnezone-a2-rapidash-a1a?game=POCKET&format=standard&set=A2a
Infernape ex Farfetch'd,2,0.01%,4 - 3 - 0,57.14%,/decks/infernape-ex-a2-farfetchd-a1?game=POCKET&format=standard&set=A2a
Weezing Darkrai ex,2,0.01%,8 - 6 - 0,57.14%,/decks/weezing-a1-darkrai-ex-a2?game=POCKET&format=standard&set=A2a
Wormadam Arceus ex,2,0.01%,5 - 4 - 0,55.56%,/decks/wormadam-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Dragonite Greninja,2,0.01%,5 - 4 - 0,55.56%,/decks/dragonite-greninja-a1?game=POCKET&format=standard&set=A2a
Rapidash Houndoom,2,0.01%,5 - 3 - 1,55.56%,/decks/rapidash-a1-houndoom-a2a?game=POCKET&format=standard&set=A2a
Arceus ex Regigigas,2,0.01%,6 - 5 - 0,54.55%,/decks/arceus-ex-a2a-regigigas-a2?game=POCKET&format=standard&set=A2a
Wigglytuff ex Arceus ex,2,0.01%,6 - 5 - 0,54.55%,/decks/wigglytuff-ex-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Arceus ex Cherrim,2,0.01%,7 - 6 - 0,53.85%,/decks/arceus-ex-cherrim-a2a?game=POCKET&format=standard&set=A2a
Palkia ex Kingler,2,0.01%,8 - 7 - 0,53.33%,/decks/palkia-ex-a2-kingler-a1?game=POCKET&format=standard&set=A2a
Wormadam Magnezone,2,0.01%,9 - 8 - 0,52.94%,/decks/wormadam-magnezone-a2?game=POCKET&format=standard&set=A2a
Dialga ex Magnezone,2,0.01%,9 - 8 - 0,52.94%,/decks/dialga-ex-magnezone-a2?game=POCKET&format=standard&set=A2a
Garchomp ex Marshadow,2,0.01%,5 - 5 - 0,50.00%,/decks/garchomp-ex-a2a-marshadow-a1a?game=POCKET&format=standard&set=A2a
Yanmega ex Mothim,2,0.01%,2 - 2 - 0,50.00%,/decks/yanmega-ex-a2-mothim-a2a?game=POCKET&format=standard&set=A2a
Dragonite Hypno,2,0.01%,5 - 5 - 0,50.00%,/decks/dragonite-hypno-a1?game=POCKET&format=standard&set=A2a
Alakazam Sigilyph,2,0.01%,5 - 5 - 0,50.00%,/decks/alakazam-a1-sigilyph-a1a?game=POCKET&format=standard&set=A2a
Glaceon ex Lapras ex,2,0.01%,4 - 4 - 0,50.00%,/decks/glaceon-ex-a2a-lapras-ex-p-a?game=POCKET&format=standard&set=A2a
Rampardos Mew ex,2,0.01%,6 - 6 - 0,50.00%,/decks/rampardos-a2-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Exeggutor ex Torterra,2,0.01%,7 - 7 - 0,50.00%,/decks/exeggutor-ex-a1-torterra-a2?game=POCKET&format=standard&set=A2a
Lickilicky ex Arceus ex,2,0.01%,4 - 4 - 0,50.00%,/decks/lickilicky-ex-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Magnezone Origin Forme Palkia,2,0.01%,4 - 4 - 0,50.00%,/decks/magnezone-a2-origin-forme-palkia-a2a?game=POCKET&format=standard&set=A2a
Ninetales Houndoom,2,0.01%,4 - 4 - 0,50.00%,/decks/ninetales-a1-houndoom-a2a?game=POCKET&format=standard&set=A2a
Golduck Articuno ex,2,0.01%,6 - 6 - 0,50.00%,/decks/golduck-articuno-ex-a1?game=POCKET&format=standard&set=A2a
Darkrai ex Kangaskhan,2,0.01%,3 - 3 - 0,50.00%,/decks/darkrai-ex-a2-kangaskhan-a1?game=POCKET&format=standard&set=A2a
Dragonite Articuno,2,0.01%,4 - 4 - 0,50.00%,/decks/dragonite-articuno-a1?game=POCKET&format=standard&set=A2a
Darkrai ex Grimer,2,0.01%,2 - 2 - 0,50.00%,/decks/darkrai-ex-a2-grimer-a1?game=POCKET&format=standard&set=A2a
Primeape Rampardos,2,0.01%,4 - 4 - 0,50.00%,/decks/primeape-a1a-rampardos-a2?game=POCKET&format=standard&set=A2a
Tyranitar Sudowoodo,2,0.01%,6 - 6 - 0,50.00%,/decks/tyranitar-sudowoodo-a2a?game=POCKET&format=standard&set=A2a
Garchomp Yanmega ex,2,0.01%,6 - 6 - 0,50.00%,/decks/garchomp-yanmega-ex-a2?game=POCKET&format=standard&set=A2a
Lucario Dugtrio,2,0.01%,5 - 5 - 0,50.00%,/decks/lucario-a2-dugtrio-a1?game=POCKET&format=standard&set=A2a
Gallade ex Marshadow,2,0.01%,10 - 10 - 0,50.00%,/decks/gallade-ex-a2-marshadow-a1a?game=POCKET&format=standard&set=A2a
Probopass ex Shaymin,2,0.01%,6 - 6 - 0,50.00%,/decks/probopass-ex-a2a-shaymin-a2?game=POCKET&format=standard&set=A2a
Raichu Hypno,2,0.01%,7 - 8 - 0,46.67%,/decks/raichu-a2a-hypno-a1?game=POCKET&format=standard&set=A2a
Gyarados ex Gyarados,2,0.01%,6 - 7 - 0,46.15%,/decks/gyarados-ex-a1a-gyarados-a1?game=POCKET&format=standard&set=A2a
Magnezone Dialga ex,2,0.01%,6 - 7 - 0,46.15%,/decks/magnezone-a2a-dialga-ex-a2?game=POCKET&format=standard&set=A2a
Machamp ex Machamp,2,0.01%,5 - 6 - 0,45.45%,/decks/machamp-ex-machamp-a1?game=POCKET&format=standard&set=A2a
Greninja,2,0.01%,5 - 6 - 0,45.45%,/decks/greninja-a1?game=POCKET&format=standard&set=A2a
Magnezone Regigigas,2,0.01%,5 - 6 - 0,45.45%,/decks/magnezone-regigigas-a2?game=POCKET&format=standard&set=A2a
Manectric Electivire,2,0.01%,4 - 5 - 0,44.44%,/decks/manectric-a2a-electivire-a2?game=POCKET&format=standard&set=A2a
Zebstrika Pikachu ex,2,0.01%,4 - 5 - 0,44.44%,/decks/zebstrika-pikachu-ex-a1?game=POCKET&format=standard&set=A2a
Crobat Weezing,2,0.01%,3 - 4 - 0,42.86%,/decks/crobat-a2a-weezing-a1?game=POCKET&format=standard&set=A2a
Gallade ex Rotom,2,0.01%,3 - 4 - 0,42.86%,/decks/gallade-ex-a2-rotom-a2a?game=POCKET&format=standard&set=A2a
Dragonite Arceus ex,2,0.01%,6 - 8 - 0,42.86%,/decks/dragonite-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Toxicroak Arceus ex,2,0.01%,6 - 8 - 0,42.86%,/decks/toxicroak-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Gengar Azelf,2,0.01%,3 - 4 - 0,42.86%,/decks/gengar-a2a-azelf-a2?game=POCKET&format=standard&set=A2a
Moltres ex Charizard ex,2,0.01%,5 - 7 - 0,41.67%,/decks/moltres-ex-charizard-ex-a1?game=POCKET&format=standard&set=A2a
Gallade ex Dusknoir,2,0.01%,5 - 7 - 0,41.67%,/decks/gallade-ex-dusknoir-a2?game=POCKET&format=standard&set=A2a
Venusaur ex Druddigon,2,0.01%,5 - 7 - 0,41.67%,/decks/venusaur-ex-a1-druddigon-a1a?game=POCKET&format=standard&set=A2a
Rampardos Kabutops,2,0.01%,5 - 7 - 0,41.67%,/decks/rampardos-a2-kabutops-a1?game=POCKET&format=standard&set=A2a
Articuno ex Snorlax,2,0.01%,7 - 9 - 1,41.18%,/decks/articuno-ex-a1-snorlax-a2a?game=POCKET&format=standard&set=A2a
Dragonite Manectric,2,0.01%,4 - 6 - 0,40.00%,/decks/dragonite-a1-manectric-a2a?game=POCKET&format=standard&set=A2a
Moltres ex Arcanine ex,2,0.01%,4 - 6 - 0,40.00%,/decks/moltres-ex-arcanine-ex-a1?game=POCKET&format=standard&set=A2a
Mismagius ex Jynx,2,0.01%,4 - 6 - 0,40.00%,/decks/mismagius-ex-a2-jynx-a1?game=POCKET&format=standard&set=A2a
Dragonite Chatot,2,0.01%,2 - 3 - 0,40.00%,/decks/dragonite-a1-chatot-a1a?game=POCKET&format=standard&set=A2a
Wigglytuff ex Yanmega ex,2,0.01%,2 - 3 - 0,40.00%,/decks/wigglytuff-ex-a1-yanmega-ex-a2?game=POCKET&format=standard&set=A2a
Zapdos ex Zebstrika,2,0.01%,4 - 6 - 0,40.00%,/decks/zapdos-ex-zebstrika-a1?game=POCKET&format=standard&set=A2a
